"Spitalname";"2017";"2018";"2019";"% Änd. Vorjahr"
"Psychiatrische Universitätsklinik Zürich";232387.337;236752.677;243465.464;2.8353584360949
"Integrierte Psychiatrie Winterthur - ZU";95887.042;100839.611;96736.266;-4.0691797194656
"Clienia Privatklinik Schlössli";84958.909;78405.049;76484.989;-2.4488984121418
"Sanatorium Kilchberg";53034.436;54585.737;56632.583;3.74978174243576
"Allgemeinpsychiatrien mit Zürcher Leistungsauftrag";466267.724;470583.074;473319.302;0.581454827251182
"Modellstation SOMOSA";5524.583;5567.633;5581.538;0.249747064865824
"Kinder- und Jugendpsychiatrien mit Zürcher Leistungsauftrag";5524.583;5567.633;5581.538;0.249747064865824
"Forel Klinik";19256.096;19537.892;20584.967;5.35920149420419
"Suchtfachklinik Zürich";2824.872;3269.706;6816.213;108.465623514775
"Spezialisierte Angebote mit Zürcher Leistungsauftrag";22080.968;22807.598;27401.18;20.1405777144967
"Privatklinik Hohenegg";23620.063;23063.431;23732.912;2.90278146386806
"Total Kanton Zürich";517493.338;522021.736;530034.932;1.53503110069733
"Clienia Privatklinik Littenheid";69861.065;73143.113;;4.69796445273201
"Klinik Meissenberg";15730.778;15958.098;;1.4450652091079
"Klinik Sonnenhof";12880.374;14133.775;;9.731091659295
