"Spitalname";"2017";"2018";"2019";"% Änd. Vorjahr"
"Psychiatrische Universitätsklinik Zürich";238623.126;238114.708;245888.836;3.26486678008988
"Integrierte Psychiatrie Winterthur - ZU";100335.998;101195.101;103842.033;2.6156720768528
"Clienia Privatklinik Schlössli";88245.18;81855.489;79870.88;-2.42452769416599
"Sanatorium Kilchberg";54984.519;56738.373;60997.749;7.50704642165188
"Allgemeinpsychiatrien mit Zürcher Leistungsauftrag";482188.823;477903.671;490599.498;2.65656611790286
"Modellstation SOMOSA";5577.35;5650.571;5823.076;3.05287731098327
"Kinder- und Jugendpsychiatrien mit Zürcher Leistungsauftrag";5577.35;5650.571;5823.076;3.05287731098327
"Forel Klinik";19828.538;19584.827;21210.793;8.30217188030304
"Suchtfachklinik Zürich";2415.307;3408.663;4867.97;42.8117123928062
"Spezialisierte Angebote mit Zürcher Leistungsauftrag";22243.845;22993.49;26078.763;13.4180283201897
"Privatklinik Hohenegg";23482.643;22957.523;24340.685;6.02487472189399
"Total Kanton Zürich";533492.661;529505.255;546842.022;3.27414446528957
"Clienia Privatklinik Littenheid";71809.945;74701.314;;4.02641862488544
"Klinik Meissenberg";16246.021;16441.541;;1.20349468956122
"Klinik Sonnenhof";13714.766;14196.666;;3.51373111287498
