"Spitalname";"2017";"2018";"2019";"% Änd. Vorjahr"
"Psychiatrische Universitätsklinik Zürich";1538.542;1535.642;1560.466;1.6165226009708
"Integrierte Psychiatrie Winterthur - ZU";586.525;585.389;593.043;1.30750663234191
"Clienia Privatklinik Schlössli";493.141;470.995;470.654;-0.0723999193197433
"Sanatorium Kilchberg";311.861;318.757;322.306;1.11338731384723
"Allgemeinpsychiatrien mit Zürcher Leistungsauftrag";2930.069;2910.783;2946.469;1.22599314342569
"Modellstation SOMOSA";34.556;35.06;35.006;-0.154021677124938
"Kinder- und Jugendpsychiatrien mit Zürcher Leistungsauftrag";34.556;35.06;35.006;-0.154021677124938
"Forel Klinik";107.788;111.591;117.7;5.47445582529056
"Suchtfachklinik Zürich";17.085;18.156;35.25;94.1506939854594
"Spezialisierte Angebote mit Zürcher Leistungsauftrag";124.873;129.747;152.95;17.8832651236637
"Privatklinik Hohenegg";129.4;127.754;129.012;0.984704979883211
"Total Kanton Zürich";3218.898;3203.344;3263.437;1.87594588654856
"Clienia Privatklinik Littenheid";440.031;433.686;;-1.44194386304601
"Klinik Meissenberg";106.001;107.662;;1.56696634937405
"Klinik Sonnenhof";90.737;94.185;;3.79999338748251
