"Spitalname";"2017";"2018";"2019";"% Änd. Vorjahr"
"Psychiatrische Universitätsklinik Zürich";4262;4295;4387;2.14202561117578
"Psychiatrische Universitätsklinik Zürich - Forensik";39;26;36;38.4615384615385
"Integrierte Psychiatrie Winterthur - ZU";3057;2848;3090;8.49719101123596
"Clienia Privatklinik Schlössli";2463;2345;2374;1.2366737739872
"Sanatorium Kilchberg";2050;2065;1985;-3.87409200968523
"Psychiatriestützpunkt Spital Affoltern";169;213;275;29.1079812206573
"Allgemeinpsychiatrien mit Zürcher Leistungsauftrag";12040;11792;12147;3.01051560379919
"Psychiatrische Universitätsklinik Zürich - KJPP";305;291;328;12.7147766323024
"Modellstation SOMOSA";15;14;21;50
"Kispi Zürich - Psychosomatik und Psychiatrie";45;39;40;2.56410256410255
"KSW - Sozialpädiatrisches Zentrum";14;18;28;55.5555555555556
"Kinder- und Jugendpsychiatrien mit Zürcher Leistungsauftrag";379;362;417;15.1933701657458
"Forel Klinik";358;400;444;11
"Suchtfachklinik Zürich";159;160;128;-20
"USZ - Zentrum für Essstörungen";26;36;33;-8.33333333333334
"Spezialisierte Angebote mit Zürcher Leistungsauftrag";543;596;605;1.51006711409396
"Privatklinik Hohenegg";270;272;260;-4.41176470588235
"Zürcher PatientInnen im Kanton Zürich";13232;13022;13429;3.12547995699586
"Clienia Privatklinik Littenheid";330;355;;7.57575757575757
"Spitäler Schaffhausen";119;168;;41.1764705882353
"Klinik Meissenberg";152;164;;7.89473684210527
"Klinik Sonnenhof";31;41;;32.258064516129
"Ausserkantonale Kliniken ohne Zürcher Leistungsauftrag";1271;1166;;-8.26121164437451
"Total Zürcher PatientInnen";15135;14916;13429;
