"Spitalname";"2017";"2018";"2019";"% Änd. Vorjahr"
"Psychiatrische Universitätsklinik Zürich";161983;163367;135420;-17.1068820508426
"Psychiatrische Universitätsklinik Zürich - Forensik";6167;4274;32802;667.477772578381
"Integrierte Psychiatrie Winterthur - ZU";83939;84210;86337;2.5258282864268
"Clienia Privatklinik Schlössli";79851;80165;80605;0.548867959832844
"Sanatorium Kilchberg";61854;65176;64818;-0.54928194427396
"Psychiatriestützpunkt Spital Affoltern";8207;7290;8744;19.9451303155007
"Allgemeinpsychiatrien mit Zürcher Leistungsauftrag";402001;404482;408726;1.0492432296122
"Psychiatrische Universitätsklinik Zürich - KJPP";16491;14365;17913;24.6989209885137
"Modellstation SOMOSA";6156;6166;4186;-32.1115796302303
"Kispi Zürich - Psychosomatik und Psychiatrie";4697;4744;3855;-18.7394603709949
"KSW - Sozialpädiatrisches Zentrum";1956;1492;1574;5.49597855227881
"Kinder- und Jugendpsychiatrien mit Zürcher Leistungsauftrag";29300;26767;27528;2.84305301303844
"Forel Klinik";35992;34508;31709;-8.1111626289556
"Suchtfachklinik Zürich";3862;4397;3873;-11.9172162838299
"USZ - Zentrum für Essstörungen";3491;3756;3942;4.9520766773163
"Spezialisierte Angebote mit Zürcher Leistungsauftrag";43345;42661;39524;-7.35332036286069
"Privatklinik Hohenegg";23958;23388;21992;-5.96887292628698
"Total Kanton Zürich";498604;497298;497770;0.0949129093621881
"Clienia Privatklinik Littenheid";73123;76665;;4.84389316630882
"Spitäler Schaffhausen";19547;21738;;11.208881158234
"Klinik Meissenberg";25195;25098;;-0.384997023218892
"Klinik Sonnenhof";11641;13033;;11.957735589726
