"Spitalname";"2017";"2018";"2019";"% Änd. Vorjahr"
"Psychiatrische Universitätsklinik Zürich";4457;4502;4613;2.46557085739671
"Psychiatrische Universitätsklinik Zürich - Forensik";51;36;54;50
"Integrierte Psychiatrie Winterthur - ZU";3181;2991;3231;8.02407221664996
"Clienia Privatklinik Schlössli";2598;2476;2508;1.2924071082391
"Sanatorium Kilchberg";2255;2324;2258;-2.83993115318416
"Psychiatriestützpunkt Spital Affoltern";202;248;318;28.2258064516129
"Allgemeinpsychiatrien mit Zürcher Leistungsauftrag";12744;12577;12982;3.22016379104715
"Psychiatrische Universitätsklinik Zürich - KJPP";310;293;339;15.6996587030717
"Modellstation SOMOSA";36;24;34;41.6666666666667
"Kispi Zürich - Psychosomatik und Psychiatrie";56;59;56;-5.08474576271186
"KSW - Sozialpädiatrisches Zentrum";20;21;30;42.8571428571429
"Kinder- und Jugendpsychiatrien mit Zürcher Leistungsauftrag";422;397;459;15.6171284634761
"Forel Klinik";549;568;628;10.5633802816901
"Suchtfachklinik Zürich";167;169;140;-17.1597633136095
"USZ - Zentrum für Essstörungen";52;60;55;-8.33333333333334
"Spezialisierte Angebote mit Zürcher Leistungsauftrag";768;797;823;3.26223337515683
"Privatklinik Hohenegg";500;494;500;1.21457489878543
"Total Kanton Zürich";14434;14265;14764;3.4980722046968
"Clienia Privatklinik Littenheid";2160;2334;;8.05555555555555
"Spitäler Schaffhausen";663;784;;18.2503770739065
"Klinik Meissenberg";579;546;;-5.69948186528497
"Klinik Sonnenhof";234;223;;-4.70085470085471
