"Spitalname";"2016";"2017";"2018";"% Änd. Vorjahr"
"Zürcher RehaZentrum Wald";2149;2168;2215;2.1678966789668
"RehaClinic Zollikerberg";564;520;576;10.7692307692308
"RehaClinic Kilchberg";310;294;294;0
"Universitätsklinik Balgrist";402;383;417;8.87728459530026
"Klinik Susenberg";416;330;313;-5.15151515151515
"Kinderspital Zürich";198;192;191;-0.520833333333337
"Klinik Lengg";457;499;478;-4.20841683366734
"Total Kanton Zürich";4496;4386;4484;2.234382124943
"RehaClinic Zurzach";3013;2870;;-4.74610023232659
"RehaClinic Baden";789;816;;3.42205323193916
"Rehaklinik Bellikon";1508;1506;;-0.132625994694957
"aarReha Schinznach";1576;1538;;-2.41116751269036
"Reha Rheinfelden";2142;2133;;-0.420168067226889
"Klinik Gais";1718;1085;;-36.8451688009313
"Rheinburg-Klinik";759;771;;1.58102766798418
"REHAB Basel";450;474;;5.33333333333332
"Zürcher RehaZentrum Davos";1582;1484;;-6.19469026548672
"Reha Seewis";820;790;;-3.65853658536586
"Kliniken Valens, Rehazentrum Valens";2780;2792;;0.431654676258986
"Rehaklinik Dussnang";2008;1869;;-6.92231075697212
"Rehaklinik Zihlschlacht";1048;1100;;4.96183206106871
