"Spitalname";"2016";"2017";"2018";"% Änd. Vorjahr"
"Zürcher RehaZentrum Wald";309;298.162;304.071;1.98180854703149
"RehaClinic Zollikerberg";41.64;43.15;47.98;11.1935110081112
"RehaClinic Kilchberg";44.564;48.72;49;0.574712643678166
"Total Kanton Zürich";395.204;390.032;401.051;2.82515280797475
"RehaClinic Zurzach";353.711;385.45;;8.97314474245923
"RehaClinic Baden";55.288;58.12;;5.12226884676603
"Rehaklinik Bellikon";410.31;436.478;;6.37761692378933
"aarReha Schinznach";163.033;165.733;;1.65610643244005
"Reha Rheinfelden";409.327;418.261;;2.18260705988123
"Klinik Gais";129.348;128.602;;-0.576738720351311
"Rheinburg-Klinik";128.172;130.586;;1.88340667228413
"REHAB Basel";333.368;353.072;;5.91058529912889
"Zürcher RehaZentrum Davos";172.427;171.978;;-0.260400053355903
"Reha Seewis";71.65;71.642;;-0.0111653872993833
"Kliniken Valens, Rehazentrum Valens";510.257;531.113;;4.08735205984436
"Rehaklinik Dussnang";145.5;158.152;;8.6955326460481
"Rehaklinik Zihlschlacht";310.5;311.07;;0.183574879227044
