"Spitalname";"2016";"2017";"2018";"% Änd. Vorjahr"
"Zürcher RehaZentrum Wald";40943.798;40862.597;42025.52;2.84593512252782
"RehaClinic Zollikerberg";9793.572;9583.31;7953.895;-17.0026327020622
"RehaClinic Kilchberg";8051.231;8701.375;8597.853;-1.18972001551479
"Total Kanton Zürich";58788.601;59147.282;58577.268;-0.963719685377928
"RehaClinic Zurzach";65845.53;67749.924;;2.89221455123834
"RehaClinic Baden";7959.586;7967.032;;0.0935475789821227
"Rehaklinik Bellikon";72888.61;77393.138;;6.18001632902587
"aarReha Schinznach";22099.956;22927.895;;3.74633777551412
"Reha Rheinfelden";51117.441;52487.118;;2.67947098525532
"Klinik Gais";24359.631;22966.71;;-5.7181531198071
"Rheinburg-Klinik";16768.634;16758.307;;-0.0615852191657384
"REHAB Basel";55964.93;57945.965;;3.53977928677836
"Zürcher RehaZentrum Davos";26503.663;25762.737;;-2.79556074947074
"Reha Seewis";9861.388;9708.059;;-1.55484197559207
"Kliniken Valens, Rehazentrum Valens";61782.627;63010.764;;1.98783551240058
"Rehaklinik Dussnang";19976.871;20377.194;;2.00393244767911
"Rehaklinik Zihlschlacht";47167.584;46733.174;;-0.920992688537969
