"Spitalname";"2016";"2017";"2018";"% Änd. Vorjahr"
"Zürcher RehaZentrum Wald";44280.858;41698.677;42452.263;1.80721800837949
"RehaClinic Zollikerberg";7854.828;8527.03;8665.246;1.62091607511641
"RehaClinic Kilchberg";9539.405;9760.868;10083.585;3.30623260144487
"Total Kanton Zürich";61675.091;59986.575;61201.094;2.02465134907268
"RehaClinic Zurzach";66503.258;66846.983;;0.516854377269738
"RehaClinic Baden";10520.822;10075.922;;-4.22875703058183
"Rehaklinik Bellikon";73458.837;76272.162;;3.82979790436921
"aarReha Schinznach";23595.048;24080.656;;2.05809286762206
"Reha Rheinfelden";55227.062;56015.439;;1.42751935636192
"Klinik Gais";23487.337;23872.749;;1.640935283553
"Rheinburg-Klinik";20194.99;20122.232;;-0.360277474759818
"REHAB Basel";56262.625;58316.912;;3.65124627583584
"Zürcher RehaZentrum Davos";28858.729;26701.033;;-7.47675339409438
"Reha Seewis";10546.346;10350.738;;-1.85474665822646
"Kliniken Valens, Rehazentrum Valens";64577.521;65357.037;;1.20710115211762
"Rehaklinik Dussnang";22078.25;21534.142;;-2.46445257210151
"Rehaklinik Zihlschlacht";52054.392;51849.155;;-0.394274127723937
