"Spitalname";"2016";"2017";"2018";"% Änd. Vorjahr"
"Zürcher RehaZentrum Wald";0.923990588949605;0.902682648401826;0.949581430745814;5.19548951417432
"RehaClinic Zollikerberg";0.958501208702659;0.924576954069299;0.927316680096696;0.296322119574688
"RehaClinic Kilchberg";0.975987107171636;0.937228041901692;0.936905721192587;-0.0343908520333613
"Universitätsklinik Balgrist";0.905867811605517;0.941552511415525;0.992553565156305;5.41669775423412
"Klinik Susenberg";1.00122950819672;0.853561643835616;0.784866275277234;-8.04808522670823
"Kinderspital Zürich";0.836214474069733;0.835510551132411;0.861308620276424;3.0877011797215
"Klinik Lengg";0.930457975539943;0.928767123287671;0.935554171855542;0.730758916599616
"Total Kanton Zürich";0.926013618074899;0.906162048908625;0.930696011950851;2.7074586793582
"RehaClinic Zurzach";0.96827422280603;0.926940639269406;;-4.2687890024419
"RehaClinic Baden";0.920433789954338;0.82791095890411;;-10.0520897928811
"Rehaklinik Bellikon";0.753058776489404;0.765506181089208;;1.65291275905861
"aarReha Schinznach";0.953011156648452;0.94666095890411;;-0.66632984304974
"Reha Rheinfelden";0.96072549169664;0.959396644605202;;-0.138317042997504
"Klinik Gais";1.37799086757991;0.817157534246575;;-40.6993505202465
"Rheinburg-Klinik";0.881915983606557;0.883751707650273;;0.20815180559588
"REHAB Basel";0.943806921675774;0.916539293439077;;-2.88911085630544
"Zürcher RehaZentrum Davos";0.954153005464481;0.911972602739726;;-4.42071685392025
"Reha Seewis";0.835169057377049;0.803595890410959;;-3.78045219554106
"Kliniken Valens, Rehazentrum Valens";0.957509830958582;0.920167427701674;;-3.89994985425098
"Rehaklinik Dussnang";0.899043715846994;0.890301369863014;;-0.972404993203768
"Rehaklinik Zihlschlacht";0.924812790933009;0.991334348046677;;7.19297546118023
