"Spitalname";"2020";"2021";"2022";"% Änd. Vorjahr"
"Psychiatrische Universitätsklinik Zürich";246931.493;254730.429;275845.803;8.28930178577134
"Integrierte Psychiatrie Winterthur - ZU";96581.02;104339.818;106859.208;2.414600723187
"Clienia Privatklinik Schlössli";83595.317;85403.699;85326.444;-0.0904586111662331
"Sanatorium Kilchberg";60095.378;61708.4;61762.962;0.0884190807086238
"Allgemeinpsychiatrien mit Zürcher Leistungsauftrag";487203.208;506182.346;529794.417;4.66473617394787
"Modellstation SOMOSA";5943.708;5836.922;6270.599;7.4298919875921
"Kinder- und Jugendpsychiatrien mit Zürcher Leistungsauftrag";5943.708;5836.922;6270.599;7.4298919875921
"Forel Klinik";22617.531;21999.42;21891.585;-0.490172013625789
"Suchtfachklinik Zürich";6462.372;7879.652;7109.37;-9.77558399787198
"Spezialisierte Angebote mit Zürcher Leistungsauftrag";29079.903;29879.072;29000.955;-2.93890318949664
"Privatklinik Hohenegg";23785.681;23563.026;23757.924;0.827134851016176
"Total Kanton Zürich";546012.5;565461.366;588823.895;4.13158712597175
"Clienia Privatklinik Littenheid";79631.291;81545.14;;2.4033881354504
"Klinik Meissenberg";16877.717;17588.482;;4.21126269625209
"Klinik Sonnenhof";15894.648;15519.175;;-2.3622605546219
