"Spitalname";"ambulant in %";"stationär in %";"Langzeitpflege in %";"übrige Aufträge in %"
"Psychiatrische Universitätsklinik Zürich";25.4792515039916;57.496973304566;0;17.0237751914424
"Integrierte Psychiatrie Winterthur - ZU";24.4445906308557;67.1221889336767;0.0396363947664523;8.39358404070117
"Clienia Privatklinik Schlössli";13.791280755379;78.9810941816481;0;7.22762506297298
"Sanatorium Kilchberg";16.2916177579902;80.0305621982298;0.0555491462718354;3.62227089750815
"Zentrum für Psychiatrie und Psychotherapie Affoltern";12.8481953516363;87.1518046483637;0;0
"Allgemeinpsychiatrien mit Zürcher Leistungsauftrag";22.190933924992;65.8123960663317;0.0141126415359894;11.9825573671403
"Modellstation SOMOSA";1.66484901445049;34.3509798193891;0;63.9841711661604
"Kispi Zürich - Psychosomatik und Psychiatrie";11.5213374479083;88.4786625520917;0;0
"KSW - Sozialpädiatrisches Zentrum";64.2453273686559;35.7546726313441;0;0
"Kinder- und Jugendpsychiatrien mit Zürcher Leistungsauftrag";33.5895606041313;45.8184782803152;0;20.5919611155535
"Forel Klinik";17.8597646777255;79.0168124766442;0;3.12342284563036
"Suchtfachklinik Zürich";14.2902033973175;83.9035980639019;0;1.80619853878052
"USZ - Zentrum für Essstörungen";63.1845052671033;36.8154947328967;0;0
"Spezialisierte Angebote mit Zürcher Leistungsauftrag";29.5556274998556;68.4055227727307;0;2.03884972741365
"Privatklinik Hohenegg";4.81165138638251;90.6718669978161;0;4.5164816158014
"Total Kanton Zürich";22.3811387409369;66.2913181057314;0.0121845186555356;11.3153586346761
"Clienia Privatklinik Littenheid";14.8468223393118;81.8453464879124;0;3.30783117277578
"Spitäler Schaffhausen";29.0626353542194;69.6210588372206;0;1.31630580855993
"Klinik Meissenberg";4.43348430845906;94.9751469750817;0;0.591368716459252
"Klinik Sonnenhof";0.220514108578409;84.6896112750061;0;15.0898746164155
