"Spitalname";"2020";"2021";"2022";"% Änd. Vorjahr"
"Psychiatrische Universitätsklinik Zürich";487.688524590164;506.676712328767;537;5.98474074955255
"Integrierte Psychiatrie Winterthur - ZU";231;231;242;4.76190476190477
"Clienia Privatklinik Schlössli";235;235;235;0
"Sanatorium Kilchberg";184;184.504109589041;184;-0.273224043715847
"Zentrum für Psychiatrie und Psychotherapie Affoltern";27;29;30;3.44827586206897
"Allgemeinpsychiatrien mit Zürcher Leistungsauftrag";1164.68852459016;1186.18082191781;1228;3.52553146278143
"Modellstation SOMOSA";17;17;17;0
"Kispi Zürich - Psychosomatik und Psychiatrie";12.9644808743169;13;13;0
"KSW - Sozialpädiatrisches Zentrum";5.98360655737705;6;10;66.6666666666667
"Kinder- und Jugendpsychiatrien mit Zürcher Leistungsauftrag";35.948087431694;36;40;11.1111111111111
"Forel Klinik";101;101;102;0.990099009900991
"Suchtfachklinik Zürich";25;29;29;0
"USZ - Zentrum für Essstörungen";12;12;14.172602739726;18.1050228310502
"Spezialisierte Angebote mit Zürcher Leistungsauftrag";138;142;145.172602739726;2.2342272814972
"Privatklinik Hohenegg";70;70;70;0
"Total Kanton Zürich";1408.63661202186;1434.18082191781;1483.17260273973;3.41601143127861
"Clienia Privatklinik Littenheid";242;242;;0
"Spitäler Schaffhausen";61.8306010928962;62;;0.273972602739736
"Klinik Meissenberg";71.0491803278689;72.6849315068493;;2.30228015500249
"Klinik Sonnenhof";40;40;;0
