"Spitalname";"2020";"2021";"2022";"% Änd. Vorjahr"
"Psychiatrische Universitätsklinik Zürich";249653.384;257219.68;272287.034;5.8577765122793
"Integrierte Psychiatrie Winterthur - ZU";96584.687;98512.851;103695.477;5.26086286955598
"Clienia Privatklinik Schlössli";79501.524;80644.354;82862.772;2.75086585726756
"Sanatorium Kilchberg";58300.185;59750.532;60373.491;1.0425999219555
"Allgemeinpsychiatrien mit Zürcher Leistungsauftrag";484039.78;496127.417;519218.774;4.65431988008838
"Modellstation SOMOSA";5918.584;5805.84;6107.539;5.19647458421175
"Kinder- und Jugendpsychiatrien mit Zürcher Leistungsauftrag";5918.584;5805.84;6107.539;5.19647458421175
"Forel Klinik";22559.11;21609.888;21554.767;-0.25507304804171
"Suchtfachklinik Zürich";7741.417;8066.989;8379.425;3.87301879300939
"Spezialisierte Angebote mit Zürcher Leistungsauftrag";30300.527;29676.877;29934.192;0.867055519352644
"Privatklinik Hohenegg";23911.634;23766.157;24501.462;3.09391627767164
"Total Kanton Zürich";544170.525;555376.291;579761.967;4.39083849908168
"Clienia Privatklinik Littenheid";75236.887;76846.282;;2.13910365536523
"Klinik Meissenberg";17443.828;17351.079;;-0.531700954629888
"Klinik Sonnenhof";15164.015;15921.933;;4.99813538828602
