"Spitalname";"2020";"2021";"2022";"% Änd. Vorjahr"
"Psychiatrische Universitätsklinik Zürich";1568.115;1620.146;1678.796;3.6200441194806
"Integrierte Psychiatrie Winterthur - ZU";588.697;597.638;629.692;5.36344743808124
"Clienia Privatklinik Schlössli";480.991;463.903;465.906;0.431771297016836
"Sanatorium Kilchberg";332.646;345.953;345.124;-0.239627926336816
"Allgemeinpsychiatrien mit Zürcher Leistungsauftrag";2970.449;3027.64;3119.518;3.03464084237228
"Modellstation SOMOSA";36.685;33.643;36.87;9.59189132954847
"Kinder- und Jugendpsychiatrien mit Zürcher Leistungsauftrag";36.685;33.643;36.87;9.59189132954847
"Forel Klinik";119.408;123.71;123.924;0.172985207339749
"Suchtfachklinik Zürich";35.6;39.488;44.57;12.8697325769854
"Spezialisierte Angebote mit Zürcher Leistungsauftrag";155.008;163.198;168.494;3.24513780806137
"Privatklinik Hohenegg";132.414;134.58;139.041;3.31475702184574
"Total Kanton Zürich";3294.556;3359.061;3463.923;3.12176527904673
"Clienia Privatklinik Littenheid";477.553;470.157;;-1.54872862279161
"Klinik Meissenberg";119.816;119.837;;0.017526874540974
"Klinik Sonnenhof";100.434;120.024;;19.5053467949101
