"Spitalname";"2016";"2017";"2018";"% Änd. Vorjahr"
"Psychiatrische Universitätsklinik Zürich";237950.929;238623.126;238114.708;-0.213063171421202
"Integrierte Psychiatrie Winterthur - ZU";98380.392;100335.998;101195.101;0.856226097437141
"Clienia Privatklinik Schlössli";87375.952;88245.18;81855.489;-7.24083853645037
"Sanatorium Kilchberg";56515.992;54984.519;56738.373;3.18972327465481
"Allgemeinpsychiatrien mit Zürcher Leistungsauftrag";480223.265;482188.823;477903.671;-0.888687542224509
"Modellstation SOMOSA";5336.292;5577.35;5650.571;1.31282777663226
"Kinder- und Jugendpsychiatrien mit Zürcher Leistungsauftrag";5336.292;5577.35;5650.571;1.31282777663226
"Forel Klinik";18119.159;19828.538;19584.827;-1.22909212973745
"Suchtbehandlung Frankental";2542.155;2415.307;3408.663;41.1275254036029
"Spezialisierte Angebote mit Zürcher Leistungsauftrag";20661.314;22243.845;22993.49;3.37012328578985
"Privatklinik Hohenegg";23285.868;23482.643;22957.523;-2.23620484287055
"Total Kanton Zürich";529506.739;533492.661;529505.255;-0.747415342607671
"Clienia Privatklinik Littenheid";69039.022;71809.945;;4.01356062083269
"Klinik Meissenberg";15748.909;16246.021;;3.15648531590345
"Klinik Sonnenhof";13598.219;13714.766;;0.857075474369107
