"Spitalname";"2016";"2017";"2018";"% Änd. Vorjahr"
"Psychiatrische Universitätsklinik Zürich";230479.319;232387.337;236752.677;1.87847584827738
"Integrierte Psychiatrie Winterthur - ZU";95944.003;95887.042;100839.611;5.16500342142163
"Clienia Privatklinik Schlössli";83884.061;84958.909;78405.049;-7.71415273235206
"Sanatorium Kilchberg";56766.269;53034.436;54585.737;2.92508248791408
"Allgemeinpsychiatrien mit Zürcher Leistungsauftrag";467073.652;466267.724;470583.074;0.925509053678364
"Modellstation SOMOSA";5292.373;5524.583;5567.633;0.779244333916251
"Kinder- und Jugendpsychiatrien mit Zürcher Leistungsauftrag";5292.373;5524.583;5567.633;0.779244333916251
"Forel Klinik";18012.145;19256.096;19537.892;1.46341189823731
"Suchtbehandlung Frankental";2851.747;2824.872;3269.706;15.7470497778307
"Spezialisierte Angebote mit Zürcher Leistungsauftrag";20863.892;22080.968;22807.598;3.29075247063442
"Privatklinik Hohenegg";23050.798;23620.063;23063.431;-2.35660675418181
"Total Kanton Zürich";516280.715;517493.338;522021.736;0.875064018698524
"Clienia Privatklinik Littenheid";66919.274;69861.065;;4.39602946080975
"Klinik Meissenberg";14308.469;15730.778;;9.94032974457295
"Klinik Sonnenhof";13385.368;12880.374;;-3.7727315379002
