"Spitalname";"2016";"2017";"2018";"% Änd. Vorjahr"
"Psychiatrische Universitätsklinik Zürich";167790;161983;162350;0.226566985424403
"Psychiatrische Universitätsklinik Zürich - Forensik";4792;6167;4274;-30.6956380736176
"Integrierte Psychiatrie Winterthur - ZU";81107;83939;84201;0.312131428775664
"Clienia Privatklinik Schlössli";78560;79851;80165;0.393232395336307
"Sanatorium Kilchberg";59840;61854;65176;5.37071167588192
"Psychiatriestützpunkt Spital Affoltern";7998;8207;7267;-11.4536371390277
"Allgemeinpsychiatrien mit Zürcher Leistungsauftrag";400087;402001;403433;0.356218019358168
"Psychiatrische Universitätsklinik Zürich - KJPP";12237;16491;14346;-13.0070947789704
"Modellstation SOMOSA";6128;6156;6161;0.0812215724496523
"Kispi Zürich - Psychosomatik und Psychiatrie";4694;4697;4744;1.00063870555673
"KSW - Sozialpädiatrisches Zentrum";1559;1956;1492;-23.721881390593
"Kinder- und Jugendpsychiatrien mit Zürcher Leistungsauftrag";24618;29300;26743;-8.72696245733788
"Forel Klinik";34293;35992;34508;-4.12313847521671
"Suchtbehandlung Frankental";3852;3862;4316;11.7555670636976
"USZ - Zentrum für Essstörungen";3687;3491;3756;7.59094815239187
"Spezialisierte Angebote mit Zürcher Leistungsauftrag";41832;43345;42580;-1.76490944745645
"Privatklinik Hohenegg";24220;23958;23388;-2.37916353618833
"Total Kanton Zürich";490757;498604;496144;-0.493377510007942
"Clienia Privatklinik Littenheid";80215;73123;;-8.84123916973135
"Spitäler Schaffhausen";19488;19547;;0.302750410509023
"Klinik Meissenberg";25205;25195;;-0.039674667724654
"Klinik Sonnenhof";11344;11641;;2.61812411847673
