"Spitalname";"ambulant in %";"stationär in %";"Langzeitpflege in %";"übrige Aufträge in %"
"Psychiatrische Universitätsklinik Zürich";23.5670092757425;58.0086941097803;0;18.4242966144771
"Integrierte Psychiatrie Winterthur - ZU";23.5606435038466;65.0039826915257;0.00032899281135476;11.4350448118164
"Clienia Privatklinik Schlössli";13.933264388284;78.4337387163254;0;7.63299689539061
"Sanatorium Kilchberg";12.6347349599045;84.0411582391414;0.0960815958663139;3.22802520508777
"Zentrum für Psychiatrie und Psychotherapie Affoltern";5.322344007519;94.677655992481;0;0
"Allgemeinpsychiatrien mit Zürcher Leistungsauftrag";20.4241261165015;66.3674724611521;0.0114729525396346;13.1969284698068
"Modellstation SOMOSA";0.865210313426364;33.5835566676856;0;65.551233018888
"Kinder- und Jugendpsychiatrien mit Zürcher Leistungsauftrag";0.865210313426364;33.5835566676856;0;65.551233018888
"Forel Klinik";19.2578627386174;76.5638458730054;0;4.17829138837719
"Suchtfachklinik Zürich";13.5546261590967;85.9789666909163;0;0.466407149987004
"Spezialisierte Angebote mit Zürcher Leistungsauftrag";18.1710058002234;78.3580708265185;0;3.47092337325815
"Privatklinik Hohenegg";15.1861586538928;82.7284364480984;0;2.0854048980088
"Total Kanton Zürich";19.8899257301971;67.3234240629135;0.0102993426408841;12.7763508642485
"Clienia Privatklinik Littenheid";13.71684142682;81.9695026696726;0;4.31365590350732
"Klinik Meissenberg";2.38991453179789;96.3351659407562;0;1.27491952744591
"Klinik Sonnenhof";0.425658994409429;84.9803136642795;0;14.594027341311
