"Spitalname";"2018";"2019";"2020";"% Änd. Vorjahr"
"Psychiatrische Universitätsklinik Zürich";1535.642;1560.466;1568.115;0.490174089022122
"Integrierte Psychiatrie Winterthur - ZU";585.389;593.043;588.697;-0.732830503015802
"Clienia Privatklinik Schlössli";470.995;470.654;480.991;2.19630556629711
"Sanatorium Kilchberg";318.757;322.306;332.646;3.20813140307659
"Allgemeinpsychiatrien mit Zürcher Leistungsauftrag";2910.783;2946.469;2970.449;0.813855499582727
"Modellstation SOMOSA";35.06;35.006;36.685;4.79632063074902
"Kinder- und Jugendpsychiatrien mit Zürcher Leistungsauftrag";35.06;35.006;36.685;4.79632063074902
"Forel Klinik";111.591;117.7;119.408;1.45114698385727
"Suchtfachklinik Zürich";18.156;35.25;35.6;0.992907801418452
"Spezialisierte Angebote mit Zürcher Leistungsauftrag";129.747;152.95;155.008;1.34553775743709
"Privatklinik Hohenegg";127.754;129.012;132.414;2.63696400334852
"Total Kanton Zürich";3203.344;3263.437;3294.556;0.95356521360761
"Clienia Privatklinik Littenheid";433.686;457.014;;5.37900693128208
"Klinik Meissenberg";107.662;112.32;;4.32650331593321
"Klinik Sonnenhof";94.185;94.859;;0.715612889525929
