"Spitalname";"2018";"2019";"2020";"% Änd. Vorjahr"
"Psychiatrische Universitätsklinik Zürich";159990;132141;125885;-4.73433680689567
"Psychiatrische Universitätsklinik Zürich - Forensik";4270;32796;33239;1.35077448469325
"Integrierte Psychiatrie Winterthur - ZU";82151;83957;78111;-6.96308824755529
"Clienia Privatklinik Schlössli";78738;79095;83094;5.05594538213541
"Sanatorium Kilchberg";63710;63416;64602;1.87019048820487
"Zentrum für Psychiatrie und Psychotherapie Affoltern";7268;8606;9707;12.7933999535208
"Allgemeinpsychiatrien mit Zürcher Leistungsauftrag";396127;400011;394638;-1.3432130616408
"Psychiatrische Universitätsklinik Zürich - KJPP";14203;17764;19470;9.60369286196803
"Modellstation SOMOSA";6163;4150;5069;22.144578313253
"Kispi Zürich - Psychosomatik und Psychiatrie";4740;3848;3876;0.72765072765073
"KSW - Sozialpädiatrisches Zentrum";1490;1571;1822;15.9770846594526
"Kinder- und Jugendpsychiatrien mit Zürcher Leistungsauftrag";26596;27333;30237;10.6245198112172
"Forel Klinik";34474;31483;34070;8.21713305593494
"Suchtfachklinik Zürich";4305;3834;8604;124.413145539906
"USZ - Zentrum für Essstörungen";3749;3926;3664;-6.67345899133979
"Spezialisierte Angebote mit Zürcher Leistungsauftrag";42528;39243;46338;18.0796575185383
"Privatklinik Hohenegg";23361;21837;23599;8.06887392956908
"Total Kanton Zürich";488612;488424;494812;1.30788003865494
"Clienia Privatklinik Littenheid";75876;82956;;9.33101375929148
"Spitäler Schaffhausen";21162;21403;;1.13883375862396
"Klinik Meissenberg";24922;25198;;1.10745526041249
"Klinik Sonnenhof";13021;13587;;4.34682436064819
