"Spitalname";"2018";"2019";"2020";"% Änd. Vorjahr"
"Psychiatrische Universitätsklinik Zürich";527.320547945205;537;487.688524590164;-9.18277009494154
"Integrierte Psychiatrie Winterthur - ZU";226;231;231;0
"Clienia Privatklinik Schlössli";219;224.383561643836;235;4.73137973137974
"Sanatorium Kilchberg";184;184;184;0
"Zentrum für Psychiatrie und Psychotherapie Affoltern";23;25;27;8.00000000000001
"Allgemeinpsychiatrien mit Zürcher Leistungsauftrag";1179.32054794521;1201.38356164384;1164.68852459016;-3.05439813105668
"Modellstation SOMOSA";17;17;17;0
"Kispi Zürich - Psychosomatik und Psychiatrie";13;13;12.9644808743169;-0.273224043715836
"KSW - Sozialpädiatrisches Zentrum";6;6;5.98360655737705;-0.273224043715847
"Kinder- und Jugendpsychiatrien mit Zürcher Leistungsauftrag";36;36;35.948087431694;-0.144201578627801
"Forel Klinik";101;101;101;0
"Suchtfachklinik Zürich";12;12.9917808219178;25;92.4293547026571
"USZ - Zentrum für Essstörungen";12;12;12;0
"Spezialisierte Angebote mit Zürcher Leistungsauftrag";125;125.991780821918;138;9.53095440015657
"Privatklinik Hohenegg";70;70;70;0
"Total Kanton Zürich";1410.32054794521;1433.37534246575;1408.63661202186;-1.72590735385045
"Clienia Privatklinik Littenheid";233;235;;0.858369098712441
"Spitäler Schaffhausen";62;62;;0
"Klinik Meissenberg";74;74;;0
"Klinik Sonnenhof";40;40;;0
