"Spitalname";"2017";"2018";"2019";"% Änd. Vorjahr"
"Zürcher RehaZentrum Wald";298.162;304.071;294.711;-3.07822844006828
"RehaClinic Zollikerberg";43.15;47.98;47.526;-0.946227594831162
"RehaClinic Kilchberg";48.72;49;60.998;24.4857142857143
"RehaClinic Limmattal";;;9.84;
"Total Kanton Zürich";390.032;401.051;413.075;2.99812243330648
"RehaClinic Zurzach";385.45;322.757;;-16.2648851991179
"RehaClinic Baden";58.12;82.452;;41.8651066758431
"Rehaklinik Bellikon";436.478;438.757;;0.522133990716589
"aarReha Schinznach";165.733;186.928;;12.788641972329
"Reha Rheinfelden";418.261;444.791;;6.34292941488688
"Klinik Gais";128.602;138.922;;8.02475855740967
"Rheinburg-Klinik";130.586;130.754;;0.12865085078031
"REHAB Basel";353.072;376.439;;6.6181968550324
"Zürcher RehaZentrum Davos";171.978;177.365;;3.13237739710894
"Reha Seewis";71.642;71.807;;0.230311828257168
"Kliniken Valens, Rehazentrum Valens";531.113;533.484;;0.446421006452491
"Rehaklinik Dussnang";158.152;214.858;;35.8553796347817
"Rehaklinik Zihlschlacht";311.07;303.933;;-2.29433889478252
