"Spitalname";"2017";"2018";"2019";"% Änd. Vorjahr"
"Zürcher RehaZentrum Wald";144;144;259.709589041096;80.3538812785388
"RehaClinic Zollikerberg";34;34;34;0
"RehaClinic Kilchberg";34;34;34;0
"RehaClinic Limmattal";;;4.16438356164384;
"Universitätsklinik Balgrist";39;39;40;2.56410256410255
"Klinik Susenberg";20;21;18;-14.2857142857143
"Kinderspital Zürich";35.4438356164384;34.2931506849315;38.9561643835616;13.5975073899497
"Klinik Lengg";44;44;46;4.54545454545454
"Total Kanton Zürich";350.443835616438;350.293150684932;474.830136986301;35.5522184940989
"RehaClinic Zurzach";219;219;;0
"RehaClinic Baden";48;63;;31.25
"Rehaklinik Bellikon";205;213;;3.90243902439025
"aarReha Schinznach";96;100;;4.16666666666667
"Reha Rheinfelden";178;183;;2.80898876404494
"Klinik Gais";80;70;;-12.5
"Rheinburg-Klinik";64.1753424657534;64.1753424657534;;0
"REHAB Basel";95;95;;0
"Zürcher RehaZentrum Davos";100;100;;0
"Reha Seewis";64;60;;-6.25
"Kliniken Valens, Rehazentrum Valens";216;216;;0
"Rehaklinik Dussnang";100;111.575342465753;;11.5753424657534
"Rehaklinik Zihlschlacht";135;135;;0
