"Spitalname";"2017";"2018";"2019";"% Änd. Vorjahr"
"Zürcher RehaZentrum Wald";1712;1757;1829;4.09789413773478
"RehaClinic Zollikerberg";482;536;545;1.67910447761195
"RehaClinic Kilchberg";249;252;245;-2.77777777777778
"RehaClinic Limmattal";;;25;
"Universitätsklinik Balgrist";288;311;280;-9.96784565916399
"Klinik Susenberg";308;288;232;-19.4444444444444
"Kinderspital Zürich";63;67;71;5.97014925373134
"Klinik Lengg";475;438;451;2.96803652968036
"Zürcher PatientInnen im Kanton Zürich";3577;3649;3678;0.794738284461505
"Ausserkantonale Kliniken mit Zürcher Leistungsauftrag";;;;
"RehaClinic Zurzach";1299;1195;;-8.00615858352579
"RehaClinic Baden";451;586;;29.9334811529933
"Rehaklinik Bellikon";448;458;;2.23214285714286
"aarReha Schinznach";234;248;;5.98290598290598
"Reha Rheinfelden";35;38;;8.57142857142856
"Klinik Gais";205;180;;-12.1951219512195
"Rheinburg-Klinik";35;34;;-2.85714285714286
"REHAB Basel";23;10;;-56.5217391304348
"Zürcher RehaZentrum Davos";855;802;;-6.19883040935673
"Reha Seewis";309;266;;-13.915857605178
"Kliniken Valens, Rehazentrum Valens";330;319;;-3.33333333333333
"Rehaklinik Dussnang";916;944;;3.05676855895196
"Rehaklinik Zihlschlacht";312;322;;3.20512820512822
"Ausserkantonale Kliniken ohne Zürcher Leistungsauftrag";2793;2878;;3.04332259219477
"Total Zürcher PatientInnen";11822;11929;;0.905092200981228
