"Spitalname";"2017";"2018";"2019";"% Änd. Vorjahr"
"Zürcher RehaZentrum Wald";41698.677;42452.263;71281.223;67.9091241849698
"RehaClinic Zollikerberg";8527.03;8665.246;8700.593;0.407916866987978
"RehaClinic Kilchberg";9760.868;10083.585;9921.558;-1.60683923426044
"RehaClinic Limmattal";;;1056.997;
"Total Kanton Zürich";59986.575;61201.094;90960.371;48.6254003890846
"RehaClinic Zurzach";66846.983;65442.995;;-2.1003012207746
"RehaClinic Baden";10075.922;14011.947;;39.0636707985631
"Rehaklinik Bellikon";76272.162;80591.398;;5.66292587851385
"aarReha Schinznach";24080.656;25759.054;;6.96990148441137
"Reha Rheinfelden";56015.439;57251.974;;2.20748961728212
"Klinik Gais";23872.749;24367.691;;2.07325096912803
"Rheinburg-Klinik";20122.232;21257.993;;5.64430923965096
"REHAB Basel";58316.912;59432.57;;1.91309512410398
"Zürcher RehaZentrum Davos";26701.033;27087.048;;1.44569313104852
"Reha Seewis";10350.738;8896.545;;-14.0491721459861
"Kliniken Valens, Rehazentrum Valens";65357.037;66708.921;;2.06845974366923
"Rehaklinik Dussnang";21534.142;24861.816;;15.4530141019781
"Rehaklinik Zihlschlacht";51849.155;51446.992;;-0.775640413040479
