"Spitalname";"2017";"2018";"2019";"% Änd. Vorjahr"
"Zürcher RehaZentrum Wald";40862.597;42025.52;68584.54;63.1973619838612
"RehaClinic Zollikerberg";9583.31;7953.895;7921.079;-0.41257773707094
"RehaClinic Kilchberg";8701.375;8597.853;9524.021;10.7720846122864
"RehaClinic Limmattal";;;1761.096;
"Total Kanton Zürich";59147.282;58577.268;87790.736;49.8716805980094
"RehaClinic Zurzach";67749.924;52186.492;;-22.9718811197486
"RehaClinic Baden";7967.032;12477.955;;56.6198679759288
"Rehaklinik Bellikon";77393.138;86071.848;;11.2137977917371
"aarReha Schinznach";22927.895;25945.431;;13.1609814158692
"Reha Rheinfelden";52487.118;56505.665;;7.65625386404336
"Klinik Gais";22966.71;25240.527;;9.900490753791
"Rheinburg-Klinik";16758.307;18027.144;;7.57139131059001
"REHAB Basel";57945.965;59101.845;;1.99475494109038
"Zürcher RehaZentrum Davos";25762.737;26526.6;;2.96499164665616
"Reha Seewis";9708.059;10151.09;;4.56353839629529
"Kliniken Valens, Rehazentrum Valens";63010.764;64646.125;;2.59536767400568
"Rehaklinik Dussnang";20377.194;23622.429;;15.9258188345265
"Rehaklinik Zihlschlacht";46733.174;47587.465;;1.82801835800839
