"Spitalname";"2018";"2019";"2020";"% Änd. Vorjahr"
"Zürcher RehaZentren";68552.12;68584.54;68473.683;-0.161635552268757
"RehaClinic Zollikerberg";7953.895;7921.079;8038.973;1.48835783609784
"RehaClinic Kilchberg";8597.853;9524.021;9291.421;-2.44224576993268
"RehaClinic Limmattal";;1761.096;5196.924;195.096008394772
"Total Kanton Zürich";85103.868;87790.736;91001.001;3.65672409899835
"RehaClinic Zurzach";52186.492;52489.373;;0.580381988503853
"RehaClinic Baden";12477.955;12067.973;;-3.28565057335116
"Rehaklinik Bellikon";86071.848;87085.708;;1.17792289065293
"aarReha Schinznach";25945.431;29911.078;;15.2845678300738
"Reha Rheinfelden";56505.665;61342.895;;8.56061069275089
"Klinik Gais";25240.527;29874.181;;18.357992287562
"Rheinburg-Klinik";18027.144;18143.817;;0.647207344657574
"REHAB Basel";59101.845;60152.718;;1.77807139523309
"Rehaklinik Seewis";10151.09;10403.473;;2.48626502178584
"Kliniken Valens, Rehazentrum Valens";64646.125;65813.845;;1.80632636526938
"Rehaklinik Dussnang";23622.429;26329.859;;11.4612684411074
"Rehaklinik Zihlschlacht";47587.465;47927.346;;0.714223798220792
