"Tabelle R2.1 Personalbestand in VZÄ 2018 -- 2020";"Krankenhausstatistik KS Daten 2018-2020, ausserkantonale Kliniken: Krankenhausstatistik BFS Daten 2018-2019"
"Tabelle R2.2 Personalbestand in VZÄ nach Berufsgruppen 2020";"Krankenhausstatistik KS Daten 2020, ausserkantonale Kliniken: Krankenhausstatistik BFS Daten 2019"
"Tabelle R2.3 Beschäftigte am 31. Dezember 2020 nach Geschlecht, Diplomherkunft und Ausbildungsstatus";"Krankenhausstatistik KS Daten 2020, ausserkantonale Kliniken: Krankenhausstatistik BFS Daten 2019"
"Tabelle R3.1 Kostenverteilung nach Leistungsart 2020";"Krankenhausstatistik KS / SDEP Daten 2020, ausserkantonale Kliniken: Krankenhausstatistik BFS Daten 2019"
"Tabelle R3.2 Betriebsaufwand in 1000 Fr. 2018 -- 2020";"Krankenhausstatistik KS / SDEP Daten 2018-2020, ausserkantonale Kliniken: Krankenhausstatistik BFS Daten 2018-2019"
"Tabelle R3.3 Betriebsertrag in 1000 Fr. 2018 -- 2020";"Krankenhausstatistik KS / SDEP Daten 2018-2020, ausserkantonale Kliniken: Krankenhausstatistik BFS Daten 2018-2019"
"Tabelle R4.1 Austritte Rehabilitation 2018 -- 2020";"Medizinische Statistik MS / SDEP Daten 2018-2020, ausserkantonale Kliniken: Medizinische Statistik BFS Daten 2018-2019"
"Tabelle R4.2 Austritte und verschiedene Merkmale Rehabilitation 2020";"Medizinische Statistik MS / SDEP Daten 2020, ausserkantonale Kliniken: Medizinische Statistik BFS Daten 2019"
"Tabelle R4.3 Austritte Rehabilitation nach Herkunftskanton 2020";"Medizinische Statistik MS / SDEP Daten 2020, ausserkantonale Kliniken: Medizinische Statistik BFS Daten 2019"
"Tabelle R4.4 Austritte Rehabilitation nach Altersgruppe 2020";"Medizinische Statistik MS / SDEP Daten 2020, ausserkantonale Kliniken: Medizinische Statistik BFS Daten 2019"
"Tabelle R4.5 Pflegetage Rehabilitation 2018 -- 2020";"Medizinische Statistik MS / SDEP Daten 2018-2020, ausserkantonale Kliniken: Medizinische Statistik BFS Daten 2018-2019"
"Tabelle R4.6 Pflegetage Rehabilitation nach Altersgruppe 2020";"Medizinische Statistik MS / SDEP Daten 2020, ausserkantonale Kliniken: Medizinische Statistik BFS Daten 2019"
"Tabelle R4.7 Anzahl durchschnittlich betriebene Betten 2018 -- 2020";"Krankenhausstatistik KS Daten 2018-2020, ausserkantonale Kliniken: Krankenhausstatistik BFS Daten 2018-2019"
"Tabelle R4.8 Bettenbelegung Rehabilitation 2018 -- 2020";"Bettenbetriebstage: Krankenhausstatistik KS Daten 2018-2020, Pflegetage: Medizinische Statistik MS / SDEP Daten 2018-2020, ausserkantonale Kliniken: Krankenhausstatistik und Medizinische Statistik BFS Daten 2018-2019"
"Tabelle R5.1 Austritte Rehabilitation der Zürcher Wohnbevölkerung 2018 -- 2020";"Pflegetage: Medizinische Statistik MS / SDEP Daten 2018-2020, ausserkantonale Kliniken: Medizinische Statistik BFS Daten 2018-2019"
"Tabelle R5.2 Austritte, Pflegetage und verschiedene Merkmale der Zürcher Wohnbevölkerung nach Leistungsbereichen Rehabilitation 2019";"Bettenbetriebstage: Krankenhausstatistik KS Daten 2019, Pflegetage: Medizinische Statistik MS / SDEP Daten 2019, ausserkantonale Kliniken: Medizinische Statistik BFS Daten 2019"
