"Spitalname";"2015";"2016";"2017";"% Änd. Vorjahr"
"Universitätsspital Zürich";1258290.348;1286956.674;1337727.767;3.94505067852813
"Kantonsspital Winterthur";461385.295;480923.978;506208.815;5.25755382485837
"Stadtspital Triemli";444281.777;474250.393;479641.59;1.136782821812
"Klinik Hirslanden";372215.136;380588.097;381009.047;0.110605140654196
"See-Spital";145425.683;146763.136;141992.23;-3.25075228700482
"Spital Uster";145379.036;151783.153;156760.144;3.27901410771194
"Spital Limmattal";154578.411;161308.814;170228.514;5.52958005134179
"Spital Bülach";128514.488;131268.937;134985.561;2.83130501772859
"Spital Zollikerberg";135954.889;146016.522;149014.461;2.05315053319788
"GZO AG Spital Wetzikon";134327.255;139573.005;146156.308;4.71674519008887
"Stadtspital Waid";160074.19;163738.726;164054.928;0.193113753676077
"Schulthess-Klinik";182134.145;200212.467;217185.157;8.47733922583354
"Kinderspital Zürich";273183.918;283952.624;292504.346;3.01167211612032
"Spital Männedorf";115917.205;122923.983;125054.413;1.73312802596057
"Universitätsklinik Balgrist";150455.316;165518.46;169785.912;2.57823326775757
"Spital Affoltern";69656.305;73826.941;72883.237;-1.27826507128341
"Paracelsus-Spital Richterswil";45289.603;42113.979;40772.25;-3.1859468800134
"Limmatklinik";20575.087;21467.039;21969.62;2.34117523147928
"Klinik Lengg";38269.132;39065.636;38904.384;-0.412771982004856
"Uroviva Klinik für Urologie";12611.581;14012.259;15615.548;11.4420451406158
"Adus Medica";8069.072;8420.988;8398.274;-0.269730820184044
"Klinik Susenberg";9839.726;10370.08;10502.804;1.279874407912
"Sune-Egge";11326.738;10807.153;11032.593;2.08602580161492
"Spitäler mit Zürcher Leistungsauftrag";4477754.336;4655863.044;4792387.903;2.93232119823497
"Geburtshaus Zürcher Oberland";2782.742;3336.542;3296.913;-1.18772669428407
"Geburtshaus Delphys";1899.589;2176.236;2162.209;-0.644553256172586
"Geburtshäuser mit Zürcher Leistungsauftrag";4682.331;5512.778;5459.122;-0.973302389466812
"Klinik Im Park";159683.294;157478.396;156045.903;-0.909644139377708
"Privatklinik Bethanien";56292.052;59058.854;58711.221;-0.588621309854742
"Klinik Lindberg";27309.379;27265.187;28523.442;4.61487757263503
"Klinik Pyramide am See";19076.22;18504.418;18338.458;-0.896866899569604
"Klinik Pyramide Schwerzenbach";942.612;;;
"Klinik Tiefenbrunnen";1492.76;1577.996;1451.183;-8.03633215800295
"Eulachklinik";3634.26;3761.719;3727.621;-0.906447291783341
"Spitäler ohne Zürcher Leistungsauftrag";268430.577;267646.57;266797.828;-0.317112974771183
"Total Kanton Zürich";4750867.244;4929022.392;5064644.853;2.7515083157285
"Spitäler Schaffhausen";184671.833;180759.112;;-2.11874271048147
