"Spitalname";"2015";"2016";"2017";"% Änd. Vorjahr"
"Universitätsspital Zürich";1273346.753;1376449.025;1416744.343;2.92748349325904
"Kantonsspital Winterthur";477774.019;510690.372;515962.378;1.03232923294665
"Stadtspital Triemli";433652.98;446817.764;447556.258;0.165278567572802
"Klinik Hirslanden";411202.933;428758.56;420132.97;-2.01175925210684
"See-Spital";156604.443;155701.4;149368.596;-4.06727492495251
"Spital Uster";148438.938;158609.741;159367.037;0.477458695301691
"Spital Limmattal";166326.393;172775.453;176947.266;2.41458663691074
"Spital Bülach";132604.014;138371.363;140263.829;1.36767171976184
"Spital Zollikerberg";141920.904;155019.715;155043.952;0.0156347855496897
"GZO AG Spital Wetzikon";135271.178;142429.837;146122.552;2.59265549815941
"Stadtspital Waid";151868.338;154856.844;150428.721;-2.85949454064814
"Schulthess-Klinik";182262.028;205450.715;224103.225;9.0788245735723
"Kinderspital Zürich";275716.778;287118.068;297684.091;3.68002720051739
"Spital Männedorf";118177.339;125737.956;124781.086;-0.761003304364194
"Universitätsklinik Balgrist";155495.807;169698.809;172572.442;1.69337252095858
"Spital Affoltern";70179.768;73946.594;73156.86;-1.06797887134599
"Paracelsus-Spital Richterswil";41444.083;41518.71;40781.053;-1.77668573999529
"Limmatklinik";20665.76;20955.554;22838.704;8.986400454982
"Klinik Lengg";39148.744;38417.757;38402.621;-0.0393984479624798
"Uroviva Klinik für Urologie";13149.343;15119.956;17135.819;13.3324660468589
"Adus Medica";8433.358;9460.594;9698.799;2.51786515730408
"Klinik Susenberg";10214.96;11469.892;11083.687;-3.36711976015118
"Sune-Egge";11794.415;11608.492;11543.345;-0.561201230960917
"Spitäler mit Zürcher Leistungsauftrag";4575693.276;4850983.171;4921719.634;1.4581881756027
"Geburtshaus Zürcher Oberland";2784.752;3337.699;3299.377;-1.14815625974661
"Geburtshaus Delphys";2112.573;2231.845;2170.583;-2.74490387997373
"Geburtshäuser mit Zürcher Leistungsauftrag";4897.325;5569.544;5469.96;-1.78800993402691
"Klinik Im Park";161622.136;163834.06;157172.127;-4.06626863791326
"Privatklinik Bethanien";57491.892;61222.582;57507.694;-6.06783947792335
"Klinik Lindberg";20498.158;20042.47;21818.37;8.86068433681078
"Klinik Pyramide am See";20878.163;20217.374;20825.968;3.01025246899029
"Klinik Pyramide Schwerzenbach";713.577;;;
"Klinik Tiefenbrunnen";1519.042;1623.983;1466.682;-9.68612356163828
"Eulachklinik";2609.014;3128.331;3442.28;10.0356707778045
"Spitäler ohne Zürcher Leistungsauftrag";265331.982;270068.8;262233.121;-2.90136402279716
"Total Kanton Zürich";4845922.583;5126621.515;5189422.715;1.22500168612507
"Spitäler Schaffhausen";193267.762;198339.136;;2.62401444892812
