"Spitalname";"2015";"2016";"2017";"% Änd. Vorjahr"
"Universitätsspital Zürich";0.742878790507753;0.756319576314001;0.775016658624572;2.47211402376923
"Kantonsspital Winterthur";0.855787357044112;0.853650472839783;0.812586637094538;-4.81038048378755
"Stadtspital Triemli";0.862952054794521;0.887739071038251;0.84935019318581;-4.32434249036084
"Klinik Hirslanden";0.857799916977999;0.860192084782249;0.834044629712339;-3.03972281685541
"See-Spital";0.722887025346273;0.665342779905961;0.649142431021626;-2.43488760584815
"Spital Uster";0.762667907966485;0.773842139595564;0.746338250790306;-3.55419889896835
"Spital Limmattal";0.778557203578753;0.78323068932255;0.744762762588256;-4.91144272801241
"Spital Bülach";0.828599801390268;0.837558433724846;0.812885769848651;-2.94578418445015
"Spital Zollikerberg";0.77714707571159;0.763984964780947;0.72005983309715;-5.7494759332589
"GZO AG Spital Wetzikon";0.695907322847962;0.712005445418191;0.70875;-0.4572219832222
"Stadtspital Waid";0.752721356216869;0.749261981031342;0.693161428955144;-7.48744144190759
"Schulthess-Klinik";0.753933229431548;0.782605833168741;0.737809594338846;-5.72398478663466
"Kinderspital Zürich";0.849381723132603;0.759818467446326;0.755450640962591;-0.574851319212366
"Spital Männedorf";0.843971470621533;0.849449644011578;0.861330770238979;1.39868517353101
"Universitätsklinik Balgrist";0.750451763334305;0.752910430030886;0.857795172863666;13.9305737640634
"Spital Affoltern";0.877559072377362;0.811475409836066;0.709006849315069;-12.6274387712744
"Paracelsus-Spital Richterswil";0.647142395866968;0.875985663082437;0.804312375430332;-8.18201606175838
"Limmatklinik";0.387571428571429;0.876157037982764;0.912946428571429;4.19894938849856
"Klinik Lengg";0.790535491905355;0.751987083954297;0.787671232876712;4.74531407305183
"Uroviva Klinik für Urologie";0.897096774193548;0.84072249589491;0.658627087198516;-21.6593952922078
"Adus Medica";0.154682779456193;0.294514767932489;0.295569620253165;0.358166189111753
"Klinik Susenberg";0.599608610567515;0.724043715846995;0.737181996086106;1.81457002547722
"Sune-Egge";0.807232876712329;0.737643835616438;0.848986301369863;15.0943396226415
"Spitäler mit Zürcher Leistungsauftrag";0.784563350978292;0.790360951519798;0.772790847577309;-2.22304807805881
"Geburtshaus Zürcher Oberland";0.62271199103474;0.691592261904762;0.690298507462687;-0.187068958595926
"Geburtshaus Delphys";0.645205479452055;0.688356164383562;0.686301369863014;-0.298507462686559
"Geburtshäuser mit Zürcher Leistungsauftrag";0.630650229635001;0.690453230472517;0.688888888888889;-0.226567349472373
"Klinik Im Park";0.648177362697461;0.648755312689739;0.601519691780822;-7.28096093935297
"Privatklinik Bethanien";0.434560502283105;0.5275399543379;0.456678082191781;-13.4325128482554
"Klinik Lindberg";0.403457273320287;0.405183265457238;0.236301369863014;-41.6803728070175
"Klinik Pyramide am See";0.685858585858586;0.618111289459604;0.636035313001605;2.89980523696169
"Klinik Pyramide Schwerzenbach";0.498;;;
"Klinik Tiefenbrunnen";0.338383838383838;0.330188679245283;0.325077399380805;-1.54798761609907
"Eulachklinik";0.0504451038575668;0.016597510373444;0.004149377593361;-75
"Spitäler ohne Zürcher Leistungsauftrag";0.537846142316484;0.567832384493242;0.476386161839064;-16.1044394704237
"Total Kanton Zürich";0.768128798919852;0.776163092331973;0.752065245956255;-3.10474004932603
"Spitäler Schaffhausen";0.780587234472651;0.816544867996576;;4.60648495593414
