"Spitalname";"2019";"2020";"2021";"% Änd. Vorjahr"
"Zürcher RehaZentrum Wald";1829;1722;1850;7.43321718931476
"Rehaklinik Zollikerberg";545;517;526;1.74081237911026
"Rehaklinik Kilchberg";245;232;209;-9.91379310344828
"Rehaklinik Limmattal";25;107;40;-62.6168224299065
"Universitätsklinik Balgrist";280;239;262;9.6234309623431
"Klinik Susenberg";232;251;254;1.19521912350598
"Kinderspital Zürich";71;65;76;16.9230769230769
"Klinik Lengg";451;462;539;16.6666666666667
"Zürcher PatientInnen im Kanton Zürich";3678;3595;3756;4.47844228094576
"Ausserkantonale Kliniken mit Zürcher Leistungsauftrag";;;;
"Rehaklinik Zurzach";1140;1103;;-3.24561403508772
"Rehaklinik Baden";236;207;;-12.2881355932203
"Rehaklinik Bellikon";517;505;;-2.321083172147
"aarReha Schinznach";212;204;;-3.77358490566038
"Reha Rheinfelden";36;23;;-36.1111111111111
"Klinik Gais";185;175;;-5.40540540540541
"Rheinburg-Klinik";26;22;;-15.3846153846154
"REHAB Basel";15;9;;-40
"Zürcher RehaZentrum Davos";744;754;;1.34408602150538
"Rehaklinik Seewis";257;237;;-7.78210116731517
"Kliniken Valens, Rehazentrum Valens";263;329;;25.0950570342205
"Rehaklinik Dussnang";911;963;;5.70801317233809
"Rehaklinik Zihlschlacht";366;404;;10.3825136612022
"Ausserkantonale Kliniken ohne Zürcher Leistungsauftrag";3597;3395;;-5.61579093689185
"Total Zürcher PatientInnen";12183;11925;;-2.11770499876878
