"Spitalname";"2019";"2020";"2021";"% Änd. Vorjahr"
"Zürcher RehaZentren";68584.54;68473.683;67141.934;-1.94490633722739
"Rehaklinik Zollikerberg";7921.079;8038.973;8225.923;2.32554581287934
"Rehaklinik Kilchberg";9524.021;9291.421;10017.508;7.81459585137729
"Rehaklinik Limmattal";1761.096;5196.924;;
"Total Kanton Zürich";87790.736;91001.001;85385.365;-6.17096069086097
"Rehaklinik Zurzach";52489.373;50994.774;;-2.8474316124904
"Rehaklinik Baden";12067.973;11847.144;;-1.82987648381381
"Rehaklinik Bellikon";87085.708;92861.42;;6.63221570180035
"aarReha Schinznach";29911.078;32820.682;;9.72751299702406
"Reha Rheinfelden";61342.895;63064.717;;2.80688089468226
"Klinik Gais";29874.181;29334.163;;-1.80764118688308
"Rheinburg-Klinik";18143.817;19414.358;;7.00261141302296
"REHAB Basel";60152.718;61593.86;;2.39580529012837
"Rehaklinik Seewis";10403.473;10470.981;;0.648898689889421
"Kliniken Valens, Rehazentrum Valens";65813.845;75801.337;;15.1753662166372
"Rehaklinik Dussnang";26329.859;28233.472;;7.22986401104542
"Rehaklinik Zihlschlacht";47927.346;52351.605;;9.23117879300055
