"Spitalname";"2019";"2020";"2021";"% Änd. Vorjahr"
"Zürcher RehaZentren";471.172;476.144;470.912;-1.09882724553917
"Rehaklinik Zollikerberg";47.526;46.989;42.85;-8.80844452957075
"Rehaklinik Kilchberg";60.998;61.77;61.788;0.0291403593977613
"Rehaklinik Limmattal";9.84;26.62;;
"Total Kanton Zürich";589.536;611.523;575.55;-5.88252608650861
"Rehaklinik Zurzach";340.206;332.503;;-2.26421638654228
"Rehaklinik Baden";80.916;79.018;;-2.34564239458203
"Rehaklinik Bellikon";480.808;520.08;;8.16791733914579
"aarReha Schinznach";224.237;239.322;;6.72725732149466
"Reha Rheinfelden";473.494;498.075;;5.1914068604882
"Klinik Gais";161.782;194.63;;20.3038656958129
"Rheinburg-Klinik";141.761;147.133;;3.78947665436897
"REHAB Basel";407.982;422.892;;3.65457299586747
"Rehaklinik Seewis";68.508;79.724;;16.3718105914638
"Kliniken Valens, Rehazentrum Valens";514.743;563.405;;9.45364968537696
"Rehaklinik Dussnang";176.929;159.735;;-9.71802248359511
"Rehaklinik Zihlschlacht";266.227;318.083;;19.4781145413501
