"Spitalname";"2015";"2016";"2017";"% Änd. Vorjahr"
"Zürcher RehaZentrum Wald";41150.105;40981.365;40862.597;-0.289809770855598
"RehaClinic Zollikerberg";9311.503;9793.916;9583.31;-2.15037580473428
"RehaClinic Kilchberg";7829.414;8051.231;8701.375;8.07508814490605
"Total Kanton Zürich";58291.022;58826.512;59147.282;0.545281352054339
"RehaClinic Zurzach";64081.49;65845.53;;2.75280740195023
"RehaClinic Baden";8341.575;7959.586;;-4.57933903369568
"Rehaklinik Bellikon";77469.399;76365.931;;-1.42439210093783
"aarReha Schinznach";21431.514;22105.956;;3.14696385892288
"Reha Rheinfelden";55357.748;56523.028;;2.10499892445049
"Klinik Gais";23676.919;24552.866;;3.69958185860246
"Rheinburg-Klinik";16290.743;17253.472;;5.90966906788721
"REHAB Basel";50753.007;55964.93;;10.2691905525913
"Zürcher RehaZentrum Davos";26568.621;26533.578;;-0.131896194386605
"Reha Seewis";9545.97;10011.822;;4.88009076081322
"Kliniken Valens, Rehabilitationszentrum";61061.671;61783.62;;1.18232761759829
"kneipp-hof Dussnang";19506.046;20521.09;;5.20374041976523
"Rehaklinik Zihlschlacht";45367.126;47992.545;;5.78705161971249
