"Spitalname";"2015";"2016";"2017";"% Änd. Vorjahr"
"Zürcher RehaZentrum Wald";314.998;327.118;317.274;-3.00931162455138
"RehaClinic Zollikerberg";39.906;41.64;45.88;10.1825168107589
"RehaClinic Kilchberg";43.768;44.564;48.72;9.32591329324117
"Total Kanton Zürich";398.672;413.322;411.874;-0.350332186527691
"RehaClinic Zurzach";356.766;363.991;;2.0251369244827
"RehaClinic Baden";52.75;57.058;;8.16682464454976
"Rehaklinik Bellikon";507.498;413.59;;-18.5041123314772
"aarReha Schinznach";161.991;165.933;;2.43346852602921
"Reha Rheinfelden";407.925;418.717;;2.64558435987006
"Klinik Gais";118.817;129.348;;8.86320981004403
"Rheinburg-Klinik";124.216;128.172;;3.1847749082244
"REHAB Basel";318.342;334.248;;4.99651318393426
"Zürcher RehaZentrum Davos";180.543;180.943;;0.221553868053603
"Reha Seewis";69.438;71.65;;3.18557562141768
"Kliniken Valens, Rehabilitationszentrum";506.641;521.367;;2.90659461038485
"kneipp-hof Dussnang";150.98;145.84;;-3.40442442707642
"Rehaklinik Zihlschlacht";288.524;310.5;;7.61669739779014
