"Spitalname";"2020";"2021";"2022";"% Änd. Vorjahr"
"Zürcher RehaZentrum Wald";68473.683;67141.934;42430.279;-36.8050985841427
"Rehaklinik Zollikerberg";8038.973;8225.923;8669.286;5.38982677080735
"Rehaklinik Kilchberg";9291.421;10017.508;11765.233;17.4467043100939
"Rehaklinik Limmattal";5196.924;;;
"Total Kanton Zürich";91001.001;85385.365;62864.798;-26.3752072735181
"Rehaklinik Zurzach";50994.774;52243.37;;2.448478347997
"Rehaklinik Baden";11847.144;11973.833;;1.0693632153032
"Rehaklinik Bellikon";92861.42;95210.084;;2.52921396205228
"aarReha Schinznach";32820.682;36455.461;;11.0746601792126
"Reha Rheinfelden";63064.717;64538.475;;2.33689782513413
"Klinik Gais";29334.163;33282.407;;13.4595420363622
"Rheinburg-Klinik";19414.358;20030.404;;3.1731463899038
"REHAB Basel";61593.86;64955.376;;5.45755047662217
"Zürcher RehaZentrum Davos";;;;
"Rehaklinik Seewis";10470.981;12936.358;;23.5448521967522
"Kliniken Valens, Rehazentrum Valens";75801.337;78319.525;;3.32208916051178
"Rehaklinik Dussnang";28233.472;29587.663;;4.79640265285117
"Rehaklinik Zihlschlacht";52351.605;58167.302;;11.108918246155
