"Spitalname";"ambulant in %";"stationär in %";"Langzeitpflege in %";"übrige Aufträge in %"
"Zürcher RehaZentrum Wald";1.05383198485779;93.7180128525801;0;5.22815516256207
"Rehaklinik Zollikerberg";4.08075603053483;95.238675000127;0;0.680568969338145
"Rehaklinik Kilchberg";3.06505288133843;96.2621015097468;0;0.672845608914809
"Universitätsklinik Balgrist";32.6471011319762;62.6370283201698;0;4.71587054785409
"Klinik Susenberg";1.83415222107016;98.1658477789298;0;0
"Kinderspital Zürich";8.69746518426462;82.4056197902837;0;8.89691502545165
"Klinik Lengg";13.4257254894583;86.5742745105417;0;0
"Total Kanton Zürich";10.8831243632507;85.0909881491087;0;4.02588748764054
"Rehaklinik Zurzach";6.42041786506464;88.4439062472045;0;5.13567588773089
"Rehaklinik Baden";4.70342492768215;94.9103422574539;0;0.386232814863988
"Rehaklinik Bellikon";17.2193817935444;75.808285622502;0;6.97233258395358
"aarReha Schinznach";10.8433895154183;88.3887010560829;0;0.76790942849878
"Reha Rheinfelden";12.6018640572466;86.2263477304795;0;1.17178821227386
"Klinik Gais";0.915313070006077;98.9054423282136;0;0.179244601780291
"Rheinburg-Klinik";2.36383027307179;96.121824201567;0;1.51434552536126
"REHAB Basel";8.43156547243532;90.7324032922929;0;0.836031235271789
"Rehaklinik Seewis";3.66217073839112;96.3378292616089;0;0
"Kliniken Valens, Rehazentrum Valens";6.98190681785511;83.9810707151632;0;9.03702246698169
"Rehaklinik Dussnang";8.10665847760387;84.7534659378657;0;7.13987558453043
"Rehaklinik Zihlschlacht";4.71368686530571;94.4136333163066;0;0.872679818387716
