"Spitalname";"2020";"2021";"2022";"% Änd. Vorjahr"
"Zürcher RehaZentrum Wald";49549;53623;53243;-0.708651138504002
"Rehaklinik Zollikerberg";11348;11758;12262;4.28644327266543
"Rehaklinik Kilchberg";10848;11811;12233;3.57294047921428
"Rehaklinik Limmattal";5154;1157;;
"Universitätsklinik Balgrist";12528;12505;10320;-17.4730107956817
"Klinik Susenberg";5640;5426;5019;-7.50092148912643
"Kinderspital Zürich";10044;11426;12139;6.24015403465781
"Klinik Lengg";16192;18199;18551;1.93417220726413
"Total Kanton Zürich";121303;125905;123767;-1.69810571462611
"Rehaklinik Zurzach";70795;68311;;-3.50872236739883
"Rehaklinik Baden";11331;12702;;12.0995499073339
"Rehaklinik Bellikon";65222;69245;;6.16816411640244
"aarReha Schinznach";34969;37362;;6.8432039806686
"Reha Rheinfelden";67350;66540;;-1.20267260579064
"Klinik Gais";25447;28363;;11.4591110936456
"Rheinburg-Klinik";21701;22391;;3.17957697801945
"REHAB Basel";27094;29233;;7.89473684210527
"Zürcher RehaZentrum Davos";34711;37649;;8.4641756215609
"Rehaklinik Seewis";16433;16436;;0.0182559483965283
"Kliniken Valens, Rehazentrum Valens";55136;58033;;5.25428032501452
"Rehaklinik Dussnang";36817;41917;;13.8522964934677
"Rehaklinik Zihlschlacht";46731;56734;;21.4054910016905
