"Spitalname";"2020";"2021";"2022";"% Änd. Vorjahr"
"Zürcher RehaZentrum Wald";258.292349726776;259;151.890410958904;-41.3550536838208
"Rehaklinik Zollikerberg";33.9071038251366;34;34;0
"Rehaklinik Kilchberg";31.9125683060109;34;34;0
"Rehaklinik Limmattal";15.9562841530055;;;
"Universitätsklinik Balgrist";40;38;30;-21.0526315789474
"Klinik Susenberg";19;19;19;0
"Kinderspital Zürich";35.603825136612;38.9643835616438;38.9643835616438;0
"Klinik Lengg";47;52;52;0
"Total Kanton Zürich";481.672131147541;474.964383561644;359.854794520548;-24.2354149121491
"Rehaklinik Zurzach";207.431693989071;208;;0.273972602739714
"Rehaklinik Baden";64.8224043715847;70;;7.98735511064279
"Rehaklinik Bellikon";220;225;;2.27272727272727
"aarReha Schinznach";133.584699453552;133.468493150685;;-0.0869907282363358
"Reha Rheinfelden";199.385245901639;191;;-4.20554984583761
"Klinik Gais";77.7868852459016;80;;2.84510010537407
"Rheinburg-Klinik";64;64;;0
"REHAB Basel";100;100;;0
"Zürcher RehaZentrum Davos";;;;
"Rehaklinik Seewis";60;69;;15
"Kliniken Valens, Rehazentrum Valens";237;246;;3.79746835443038
"Rehaklinik Dussnang";126;126.345205479452;;0.273972602739714
"Rehaklinik Zihlschlacht";149.833333333333;168;;12.1245828698554
