"Spitalname";"2020";"2021";"2022";"% Änd. Vorjahr"
"Zürcher RehaZentrum Wald";67105.979;70496.865;44748.009;-36.5248241889905
"Rehaklinik Zollikerberg";8267.291;8913.109;8817.546;-1.07216236220157
"Rehaklinik Kilchberg";9488.007;10501.187;11267.466;7.29707032166935
"Rehaklinik Limmattal";4267.089;;;
"Total Kanton Zürich";89128.366;89911.161;64833.021;-27.8921323238168
"Rehaklinik Zurzach";60574;63578.161;;4.95948921979728
"Rehaklinik Baden";14070.019;15647.233;;11.2097503208773
"Rehaklinik Bellikon";92999.564;96986.712;;4.28727601346603
"aarReha Schinznach";33069.228;36721.997;;11.0458248375196
"Reha Rheinfelden";62378.212;64289.707;;3.0643632427297
"Klinik Gais";30894.233;35066.726;;13.505734225543
"Rheinburg-Klinik";19985.733;20602.49;;3.08598638839015
"REHAB Basel";61270.23;64693.748;;5.58757164776433
"Zürcher RehaZentrum Davos";;;;
"Rehaklinik Seewis";9350.721;13438.544;;43.7166609933074
"Kliniken Valens, Rehazentrum Valens";76563.24;80904.245;;5.669829280997
"Rehaklinik Dussnang";26041.864;28052.084;;7.71918630709385
"Rehaklinik Zihlschlacht";54479.757;63778.84;;17.0688775282166
