"Spitalname";"2019";"2020";"2021";"% Änd. Vorjahr"
"Psychiatrische Universitätsklinik Zürich";4387;4134;4021;-2.73343009192066
"Psychiatrische Universitätsklinik Zürich - Forensik";36;33;42;27.2727272727273
"Integrierte Psychiatrie Winterthur - ZU";3090;3270;3190;-2.44648318042814
"Clienia Privatklinik Schlössli";2374;2486;2600;4.58567980691875
"Sanatorium Kilchberg";1985;1859;1784;-4.03442711135019
"Zentrum für Psychiatrie und Psychotherapie Affoltern";275;358;327;-8.65921787709497
"Allgemeinpsychiatrien mit Zürcher Leistungsauftrag";12147;12140;11964;-1.4497528830313
"Psychiatrische Universitätsklinik Zürich - KJPP";328;367;388;5.72207084468666
"Modellstation SOMOSA";21;15;21;40
"Kispi Zürich - Psychosomatik und Psychiatrie";40;39;44;12.8205128205128
"KSW - Sozialpädiatrisches Zentrum";28;23;26;13.0434782608696
"Kinder- und Jugendpsychiatrien mit Zürcher Leistungsauftrag";417;444;479;7.88288288288288
"Forel Klinik";444;427;427;0
"Suchtfachklinik Zürich";128;141;171;21.2765957446809
"USZ - Zentrum für Essstörungen";33;19;18;-5.26315789473685
"Spezialisierte Angebote mit Zürcher Leistungsauftrag";605;587;616;4.9403747870528
"Privatklinik Hohenegg";260;269;275;2.23048327137547
"Zürcher PatientInnen im Kanton Zürich";13429;13440;13334;-0.788690476190479
"Clienia Privatklinik Littenheid";323;313;;-3.09597523219814
"Spitäler Schaffhausen";162;171;;5.55555555555556
"Klinik Meissenberg";172;128;;-25.5813953488372
"Klinik Sonnenhof";39;28;;-28.2051282051282
"Ausserkantonale Kliniken ohne Zürcher Leistungsauftrag";1177;1355;;15.1231945624469
"Total Zürcher PatientInnen";15302;15435;13334;
