"Spitalname";"2019";"2020";"2021";"% Änd. Vorjahr"
"Psychiatrische Universitätsklinik Zürich";243465.464;249653.384;257219.68;3.03072038470744
"Integrierte Psychiatrie Winterthur - ZU";96736.266;96584.687;98512.851;1.99634544552594
"Clienia Privatklinik Schlössli";76484.989;79501.524;80644.354;1.43749445608112
"Sanatorium Kilchberg";56632.583;58300.185;59750.532;2.48772280911287
"Allgemeinpsychiatrien mit Zürcher Leistungsauftrag";473319.302;484039.78;496127.417;2.49724041276111
"Modellstation SOMOSA";5581.538;5918.584;5805.84;-1.90491509455639
"Kinder- und Jugendpsychiatrien mit Zürcher Leistungsauftrag";5581.538;5918.584;5805.84;-1.90491509455639
"Forel Klinik";20584.967;22559.11;21609.888;-4.20771032190543
"Suchtfachklinik Zürich";6816.213;7741.417;8066.989;4.2055866516427
"Spezialisierte Angebote mit Zürcher Leistungsauftrag";27401.18;30300.527;29676.877;-2.05821502708518
"Privatklinik Hohenegg";23732.912;23911.634;23766.157;-0.608394223498043
"Total Kanton Zürich";530034.932;544170.525;555376.291;2.05923795670484
"Clienia Privatklinik Littenheid";73396.604;75236.887;;2.50731355363525
"Klinik Meissenberg";16651.5;17443.828;;4.75829805122661
"Klinik Sonnenhof";14247.758;15164.015;;6.43088547685891
