"Spitalname";"2019";"2020";"2021";"% Änd. Vorjahr"
"Psychiatrische Universitätsklinik Zürich";537;487.688524590164;506.676712328767;3.89350718361892
"Integrierte Psychiatrie Winterthur - ZU";231;231;231;0
"Clienia Privatklinik Schlössli";224.383561643836;235;235;0
"Sanatorium Kilchberg";184;184;184.504109589041;0.273972602739714
"Zentrum für Psychiatrie und Psychotherapie Affoltern";25;27;29;7.40740740740742
"Allgemeinpsychiatrien mit Zürcher Leistungsauftrag";1201.38356164384;1164.68852459016;1186.18082191781;1.84532575653282
"Modellstation SOMOSA";17;17;17;0
"Kispi Zürich - Psychosomatik und Psychiatrie";13;12.9644808743169;13;0.273972602739714
"KSW - Sozialpädiatrisches Zentrum";6;5.98360655737705;6;0.273972602739714
"Kinder- und Jugendpsychiatrien mit Zürcher Leistungsauftrag";36;35.948087431694;36;0.144409819867741
"Forel Klinik";101;101;101;0
"Suchtfachklinik Zürich";12.9917808219178;25;29;16
"USZ - Zentrum für Essstörungen";12;12;12;0
"Spezialisierte Angebote mit Zürcher Leistungsauftrag";125.991780821918;138;142;2.89855072463767
"Privatklinik Hohenegg";70;70;70;0
"Total Kanton Zürich";1433.37534246575;1408.63661202186;1434.18082191781;1.81339954378199
"Clienia Privatklinik Littenheid";235;242;;2.97872340425531
"Spitäler Schaffhausen";62;61.8306010928962;;-0.273224043715847
"Klinik Meissenberg";74;71.0491803278689;;-3.98759415152857
"Klinik Sonnenhof";40;40;;0
