"Tabelle P2.1 Personalbestand in VZÄ 2019 -- 2021";"Krankenhausstatistik KS Daten 2019-2021, ausserkantonale Kliniken: Krankenhausstatistik BFS Daten 2019-2020"
"Tabelle P2.2 Personalbestand in VZÄ nach Berufsgruppen 2021";"Krankenhausstatistik KS Daten 2021, ausserkantonale Kliniken: Krankenhausstatistik BFS Daten 2020"
"Tabelle P2.3 Beschäftigte am 31. Dezember 2021 nach Geschlecht, Diplomherkunft und Ausbildungsstatus";"Krankenhausstatistik KS Daten 2021, ausserkantonale Kliniken: Krankenhausstatistik BFS Daten 2020"
"Tabelle P3.1 Betriebsaufwand in 1000 Fr. 2019 -- 2021";"Krankenhausstatistik KS / SDEP Daten 2019-2021, ausserkantonale Kliniken: Krankenhausstatistik BFS Daten 2019-2020"
"Tabelle P3.2 Betriebsertrag in 1000 Fr. 2019 -- 2021";"Krankenhausstatistik KS / SDEP Daten 2019-2021, ausserkantonale Kliniken: Krankenhausstatistik BFS Daten 2019-2020"
"Tabelle P3.3 Betriebskosten nach Behandlungsart in 1000 Fr. 2021";"Krankenhausstatistik KS / SDEP Daten 2021, ausserkantonale Kliniken: Krankenhausstatistik BFS Daten 2020"
"Tabelle P3.4 Betriebserlös nach Behandlungsart in 1000 Fr. 2021";"Krankenhausstatistik KS / SDEP Daten 2021, ausserkantonale Kliniken: Krankenhausstatistik BFS Daten 2020"
"Tabelle P3.5 Kostenverteilung nach Leistungsart 2021";"Krankenhausstatistik KS / SDEP Daten 2021, ausserkantonale Kliniken: Krankenhausstatistik BFS Daten 2020"
"Tabelle P4.1 Austritte 2019 -- 2021";"Medizinische Statistik MS / SDEP Daten 2019-2021, ausserkantonale Kliniken: Medizinische Statistik BFS Daten 2019-2020"
"Tabelle P4.2 Austritte nach Psychiatrieleistungsgruppen 2021";"Medizinische Statistik MS / SDEP Daten 2021, ausserkantonale Kliniken: Medizinische Statistik BFS Daten 2020"
"Tabelle P4.3 Austritte und verschiedene Merkmale 2021";"Medizinische Statistik MS / SDEP Daten 2021, ausserkantonale Kliniken: Medizinische Statistik BFS Daten 2020"
"Tabelle P4.4 Austritte nach Herkunftskanton 2021";"Medizinische Statistik MS / SDEP Daten 2021, ausserkantonale Kliniken: Medizinische Statistik BFS Daten 2020"
"Tabelle P4.5 Austritte nach Altersgruppe 2021";"Medizinische Statistik MS / SDEP Daten 2021, ausserkantonale Kliniken: Medizinische Statistik BFS Daten 2020"
"Tabelle P4.6 Austritte nach Psychiatrieregionen 2021";"Medizinische Statistik MS / SDEP Daten 2021, ausserkantonale Kliniken: Medizinische Statistik BFS Daten 2020"
"Tabelle P4.7 Pflegetage 2019 -- 2021";"Medizinische Statistik MS / SDEP Daten 2019-2021, ausserkantonale Kliniken: Medizinische Statistik BFS Daten 2019-2020"
"Tabelle P4.8 Pflegetage nach Psychiatrieleistungsgruppen 2021";"Medizinische Statistik MS / SDEP Daten 2021, ausserkantonale Kliniken: Medizinische Statistik BFS Daten 2020"
"Tabelle P4.9 Pflegetage nach Altersgruppe 2021";"Medizinische Statistik MS / SDEP Daten 2021, ausserkantonale Kliniken: Medizinische Statistik BFS Daten 2020"
"Tabelle P4.10 Pflegetage nach Psychiatrieregionen 2021";"Medizinische Statistik MS / SDEP Daten 2021, ausserkantonale Kliniken: Medizinische Statistik BFS Daten 2020"
"Tabelle P4.11 Mittlere Aufenthaltsdauer 2019 -- 2021";"Medizinische Statistik MS / SDEP Daten 2019-2021, ausserkantonale Kliniken: Medizinische Statistik BFS Daten 2019-2020"
"Tabelle P4.12 Anzahl durchschnittlich betriebene Betten 2019 -- 2021";"Krankenhausstatistik KS Daten 2019-2021, ausserkantonale Kliniken: Krankenhausstatistik BFS Daten 2019-2020"
"Tabelle P4.13 Bettenbelegung 2019 -- 2021";"Bettenbetriebstage: Krankenhausstatistik KS Daten 2019-2021, Pflegetage: Medizinische Statistik MS / SDEP Daten 2019-2021, ausserkantonale Kliniken: Krankenhausstatistik und Medizinische Statistik BFS Daten 2019-2020"
"Tabelle P4.14 Anzahl Betten Allgemeinpsychiatrien mit Leistungsauftrag im Kanton Zürich pro Einwohner nach Psychiatrieregion 2021";"Krankenhausstatistik KS, Kantonale Bevölkerungserhebungen, Statistisches Amt des Kantons Zürich, Daten 2021"
"Tabelle P5.1 Austritte der Zürcher Wohnbevölkerung 2019 -- 2021";"Medizinische Statistik MS / SDEP Daten 2019-2021, ausserkantonale Kliniken: Medizinische Statistik BFS Daten 2019-2020"
"Tabelle P5.2 Austritte, Pflegetage und verschiedene Merkmale der Zürcher Wohnbevölkerung nach Leistungsbereichen 2020";"Medizinische Statistik BFS Daten 2020"
"Tabelle P5.3.1 Zürcher Wohnbevölkerung nach Psychiatrieregion 2020";"Kantonale Bevölkerungserhebungen, Statistisches Amt des Kantons Zürich Daten2020"
"Tabelle P5.3.2 Spitalhäufigkeit nach Psychiatrieregion 2020";"Medizinische Statistik BFS, Kantonale Bevölkerungserhebungen, Statistisches Amt des Kantons Zürich, Daten 2020"
