"Spitalname";"2019";"2020";"2021";"% Änd. Vorjahr"
"Psychiatrische Universitätsklinik Zürich";1560.466;1568.115;1620.146;3.31806021879772
"Integrierte Psychiatrie Winterthur - ZU";593.043;588.697;597.638;1.51877791121748
"Clienia Privatklinik Schlössli";470.654;480.991;463.903;-3.55266522658427
"Sanatorium Kilchberg";322.306;332.646;345.953;4.0003487190587
"Allgemeinpsychiatrien mit Zürcher Leistungsauftrag";2946.469;2970.449;3027.64;1.92533182693928
"Modellstation SOMOSA";35.006;36.685;33.643;-8.29221752759984
"Kinder- und Jugendpsychiatrien mit Zürcher Leistungsauftrag";35.006;36.685;33.643;-8.29221752759984
"Forel Klinik";117.7;119.408;123.71;3.6027736835053
"Suchtfachklinik Zürich";35.25;35.6;39.488;10.9213483146067
"Spezialisierte Angebote mit Zürcher Leistungsauftrag";152.95;155.008;163.198;5.28359826589595
"Privatklinik Hohenegg";129.012;132.414;134.58;1.63577869409581
"Total Kanton Zürich";3263.437;3294.556;3359.061;1.95792695586294
"Clienia Privatklinik Littenheid";457.014;477.553;;4.49417304502706
"Klinik Meissenberg";112.32;119.816;;6.67378917378918
"Klinik Sonnenhof";94.859;100.434;;5.87714397157888
