"Spitalname";"2018";"2019";"2020";"% Änd. Vorjahr"
"Universitätsspital Zürich";6588.019;6729.753;6923.129;2.87344869863724
"Kantonsspital Winterthur";2597.266;2595.336;2673.276;3.00307937006998
"Stadtspital Triemli";2165.169;2228.053;2324.764;4.34060590120613
"Klinik Hirslanden";1263.273;1251.956;1319.852;5.42319378636311
"See-Spital";651.038;628.551;624.027;-0.719750664623875
"Spital Uster";842.079;844.689;860.49;1.87062930853841
"Spital Limmattal";931.409;899.388;910.157;1.19736976699711
"Spital Bülach";842.759;820.735;813.211;-0.91673926419612
"Spital Zollikerberg";746.119;756.42;758.96;0.335792284709568
"GZO AG Spital Wetzikon";708.172;688.018;664.125;-3.47272891116222
"Stadtspital Waid";906.793;835.442;776.065;-7.10725579992386
"Schulthess Klinik";923.93;838.974;783.122;-6.65717888754599
"Kinderspital Zürich";1605.88;1663.053;1704.205;2.47448517876458
"Spital Männedorf";642.295;662.462;688.297;3.89984633080842
"Universitätsklinik Balgrist";852.271;843.68;888.658;5.33116821543713
"Spital Affoltern";363.373;360.279;348.974;-3.13784594716873
"Paracelsus-Spital Richterswil";183.1;154.796;113.94;-26.393446859092
"Limmatklinik";36.866;32.8;32.618;-0.554878048780472
"Klinik Lengg";218.5;214.188;203.582;-4.95172465310848
"Uroviva Klinik für Urologie";52.72;51.13;61.829;20.9250929004498
"Adus Medica";27.95;24.12;22.387;-7.1849087893864
"Klinik Susenberg";81.378;81.144;77.123;-4.95538795228236
"Sune-Egge";52.42;54.14;46.128;-14.7986701145179
"Spitäler mit Zürcher Leistungsauftrag";23282.779;23259.107;23618.919;1.54697254714036
"Geburtshaus Zürcher Oberland";24.046;24.974;24.064;-3.64378954112277
"Geburtshaus Delphys";6.98;9.06;9.71;7.17439293598234
"Geburtshäuser mit Zürcher Leistungsauftrag";31.026;34.034;33.774;-0.763941940412527
"Klinik Im Park";480.717;469.624;459.48;-2.16002589305487
"Privatklinik Bethanien";177.609;190.619;211.918;11.173597595203
"Klinik Lindberg";108.296;109.066;110.633;1.43674472337849
"Klinik Pyramide am See";82.54;80.42;83.72;4.10345685152946
"Klinik Tiefenbrunnen";6.63;5.01;5.87;17.1656686626747
"Spitäler ohne Zürcher Leistungsauftrag";855.792;854.739;871.621;1.97510585102587
"Total Kanton Zürich";24169.597;24147.88;24524.314;1.55886976413664
"Spitäler Schaffhausen";923.114;955.434;;3.50119270209313
