"Leistungsbereich";"SPLG";"Universitätsspital Zürich";"Kantonsspital Winterthur";"Stadtspital Triemli";"Klinik Hirslanden";"See-Spital Standort Horgen";"See-Spital Standort Kilchberg";"Spital Uster";"Spital Limmattal";"Spital Bülach";"Spital Zollikerberg";"GZO AG Spital Wetzikon";"Stadtspital Waid";"Schulthess Klinik";"Kinderspital Zürich";"Spital Männedorf";"Universitätsklinik Balgrist";"Spital Affoltern";"Paracelsus-Spital Richterswil";"Limmatklinik";"Klinik Lengg";"Uroviva Klinik für Urologie";"Adus Medica";"Klinik Susenberg";"Sune-Egge";"Spitäler mit Zürcher Leistungsauftrag";"Klinik Im Park";"Privatklinik Bethanien";"Klinik Lindberg";"Klinik Pyramide am See";"Klinik Tiefenbrunnen";"Spitäler ohne Zürcher Leistungsauftrag";"Spitäler Schaffhausen";"Ausserkantonale Nicht-Listenspitäler"
"Basispaket";"BP";310;238;42;94;13;2;244;13;12;88;4046;16;22;216;310;65;4;8;3;3;1;0;1;1;5752;4;18;4;9;11;46;6;369
"Dermatologie";"DER1";11;2;0;0;0;0;0;0;0;0;5;0;0;3;1;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;1
"";"DER1.1";9;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;
"";"DER1.2";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"DER2";1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
"Hals-Nasen-Ohren";"HNO1";26;5;1;1;1;0;9;0;1;0;81;0;0;13;6;0;0;0;1;0;0;0;0;0;145;0;0;0;1;0;1;0;12
"";"HNO1.1";25;4;0;6;0;0;0;0;0;0;11;0;0;5;1;0;0;0;2;0;0;0;0;0;54;1;3;0;0;0;4;0;8
"";"HNO1.1.1";0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;
"";"HNO1.2";14;1;0;2;2;0;16;0;0;0;78;0;0;0;6;0;0;0;3;0;0;1;0;0;123;0;0;1;2;0;3;0;24
"";"HNO1.2.1";0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
"";"HNO1.3";12;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;13;0;1;0;1;0;2;0;1
"";"HNO1.3.1";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2
"";"HNO1.3.2";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"HNO2";10;5;3;6;0;0;1;0;0;5;16;0;0;0;1;0;0;0;0;0;0;0;0;0;47;0;1;0;0;0;1;0;2
"";"KIE1";13;2;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;22;0;1;0;1;0;2;0;
"Neurochirurgie";"NCH1";32;5;0;11;0;0;0;0;0;0;0;0;1;4;0;0;0;0;1;0;0;0;0;0;54;0;1;0;0;0;1;0;3
"";"NCH1.1";2;2;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;1
"";"NCH1.1.1";15;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;
"";"NCH1.1.1.1";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"NCH1.1.2";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"NCH1.1.3";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"NCH2";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"NCH2.1";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"NCH3";1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1
"Neurologie";"NEU1";4;3;0;2;1;0;6;0;0;0;36;0;0;3;3;0;0;0;0;2;0;0;0;0;60;0;0;0;0;0;0;0;1
"";"NEU2";4;1;0;1;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;1
"";"NEU2.1";1;0;0;1;0;0;0;0;0;0;6;0;0;1;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;
"";"NEU3";35;4;0;21;0;0;11;1;0;2;133;0;0;0;2;0;0;0;0;0;0;0;0;0;209;0;0;0;0;0;0;0;2
"";"NEU3.1";4;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;
"";"NEU4";1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;20;0;0;0;0;0;0;0;
"";"NEU4.1";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;5;0;0;0;0;0;0;0;
"";"NEU4.2";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;15;0;0;0;0;0;0;0;
"Ophthalmologie";"AUG1";19;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;1
"";"AUG1.1";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"AUG1.2";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;2;0;1
"";"AUG1.3";10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;32;1;0;0;0;0;1;0;7
"";"AUG1.4";3;49;14;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;2;0;0;3;0;5;0;
"";"AUG1.5";42;17;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;78;0;0;0;0;0;0;0;6
"Endokrinologie";"END1";7;4;0;1;1;0;3;0;0;0;83;0;0;5;1;1;0;0;0;0;0;0;0;0;106;0;0;0;0;0;0;0;2
"Gastroenterologie";"GAE1";19;9;4;22;0;0;23;0;0;5;200;1;0;6;17;0;0;3;0;0;0;0;0;0;309;1;0;0;0;0;1;0;9
"";"GAE1.1";3;3;1;4;0;0;2;0;0;1;78;0;0;0;7;0;0;0;0;0;0;0;0;0;99;0;2;0;0;0;2;0;
"Viszeralchirugie";"VIS1";21;7;4;18;1;0;3;0;0;2;117;0;0;4;37;0;0;1;0;0;0;0;0;0;215;0;0;1;0;0;1;3;7
"";"VIS1.1";1;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;0;0;0;0;1;0;
