"Spitalname";"2018";"2019";"2020";"% Änd. Vorjahr"
"Universitätsspital Zürich";270241;273050;245508;-10.0867972898737
"Kantonsspital Winterthur";131586;130116;123434;-5.1354176273479
"Stadtspital Triemli";117102;115925;110933;-4.30623247789519
"Klinik Hirslanden";100522;98149;99957;1.84209721953357
"See-Spital Standort Horgen";38262;35819;31437;-12.233730701583
"See-Spital Standort Kilchberg";9908;8749;7447;-14.8817007658018
"Spital Uster";56449;54221;46674;-13.9189612880618
"Spital Limmattal";49156;51302;49039;-4.41113406884722
"Spital Bülach";47686;48805;45394;-6.98903800840078
"Spital Zollikerberg";46070;46141;45758;-0.830064367915739
"GZO AG Spital Wetzikon";40065;39663;37981;-4.24072813453344
"Stadtspital Waid";57488;56811;55079;-3.04870535635704
"Schulthess Klinik";36382;32579;30856;-5.2886828938887
"Kinderspital Zürich";45026;46425;41407;-10.808831448573
"Spital Männedorf";39794;40171;38204;-4.89656717532548
"Universitätsklinik Balgrist";27316;27480;27381;-0.360262008733625
"Spital Affoltern";20768;19287;17435;-9.60232280810909
"Paracelsus-Spital Richterswil";8344;6763;5179;-23.4215584799645
"Limmatklinik";3141;3107;3136;0.93337624718377
"Klinik Lengg";5403;5135;5034;-1.96689386562804
"Uroviva Klinik für Urologie";3321;3859;4129;6.9966312516196
"Adus Medica";1805;1697;1600;-5.71596935769004
"Klinik Susenberg";3375;3590;2852;-20.5571030640669
"Sune-Egge";6947;5491;6256;13.9318885448916
"Spitäler mit Zürcher Leistungsauftrag";1166157;1154335;1082110;-6.25684918156341
"Geburtshaus Zürcher Oberland";2181;2109;1976;-6.30630630630631
"Geburtshaus Delphys";1028;1061;1013;-4.52403393025448
"Geburtshäuser mit Zürcher Leistungsauftrag";3209;3170;2989;-5.70977917981073
"Klinik Im Park";28374;25225;25978;2.98513379583747
"Privatklinik Bethanien";14235;16739;15636;-6.58940199534023
"Klinik Lindberg";5774;6117;5527;-9.64525094000327
"Klinik Pyramide am See";4186;3823;3911;2.30185718022495
"Klinik Tiefenbrunnen";109;145;146;0.689655172413794
"Spitäler ohne Zürcher Leistungsauftrag";52678;52049;51198;-1.63499779054352
"Total Kanton Zürich";1222044;1209554;1136297;-6.05652992756007
"Spitäler Schaffhausen";46552;47855;;2.79902045024918
