"Leistungsbereich";"SPLG";"Universitätsspital Zürich";"Kantonsspital Winterthur";"Stadtspital Triemli";"Klinik Hirslanden";"See-Spital Standort Horgen";"See-Spital Standort Kilchberg";"Spital Uster";"Spital Limmattal";"Spital Bülach";"Spital Zollikerberg";"GZO AG Spital Wetzikon";"Stadtspital Waid";"Schulthess Klinik";"Kinderspital Zürich";"Spital Männedorf";"Universitätsklinik Balgrist";"Spital Affoltern";"Paracelsus-Spital Richterswil";"Limmatklinik";"Klinik Lengg";"Uroviva Klinik für Urologie";"Adus Medica";"Klinik Susenberg";"Sune-Egge";"Spitäler mit Zürcher Leistungsauftrag";"Klinik Im Park";"Privatklinik Bethanien";"Klinik Lindberg";"Klinik Pyramide am See";"Klinik Tiefenbrunnen";"Spitäler ohne Zürcher Leistungsauftrag";"Spitäler Schaffhausen";"Ausserkantonale Nicht-Listenspitäler"
"Basispaket";"BP";314;23;46;455;16;5;50;10;2;522;76;19;39;288;2496;41;0;8;4;1;0;0;18;1;4434;33;38;0;52;8;131;1;275
"Dermatologie";"DER1";8;0;0;2;1;0;0;0;0;1;0;0;0;6;5;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;1
"";"DER1.1";11;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;3;0;0;0;0;3;0;1
"";"DER1.2";1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"DER2";2;0;0;1;0;0;0;0;0;2;0;0;0;1;2;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;
"Hals-Nasen-Ohren";"HNO1";46;0;1;10;0;1;3;1;0;2;2;0;0;10;44;0;0;0;2;0;0;1;0;0;123;2;1;0;4;0;7;0;8
"";"HNO1.1";29;1;0;5;0;0;0;0;0;0;0;0;0;2;6;0;0;0;2;0;0;0;0;0;45;0;3;0;1;0;4;0;5
"";"HNO1.1.1";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"HNO1.2";22;0;0;25;0;0;0;0;0;0;0;0;0;0;33;0;0;0;5;0;0;0;0;0;85;0;1;0;17;0;18;0;13
"";"HNO1.2.1";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"HNO1.3";15;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;3;0;1;0;4;0;2
"";"HNO1.3.1";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"HNO1.3.2";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
