"Spitalname";"2018";"2019";"2020";"% Änd. Vorjahr"
"Universitätsspital Zürich";1391269.128;1440130.352;1499441.819;4.11847906112321
"Kantonsspital Winterthur";496950.297;511805.362;524755.757;2.53033593657426
"Stadtspital Triemli";452752.974;453752.501;489273.037;7.82817415258721
"Klinik Hirslanden";379274.867;376860.579;387159.072;2.73270635716982
"See-Spital";139369.566;138545.886;135017.367;-2.54682336796345
"Spital Uster";149224.323;156352.474;167879.475;7.37244554249907
"Spital Limmattal";179489.405;189111.697;190516.694;0.74294558310688
"Spital Bülach";138761.358;146161.414;145499.863;-0.452616721400911
"Spital Zollikerberg";150840.55;154346.196;159479.931;3.32611695852874
"GZO AG Spital Wetzikon";153881.448;149453.25;154319.383;3.25595662857783
"Stadtspital Waid";156801.528;152650.828;154888.126;1.46563109372717
"Schulthess Klinik";207762.691;201172.786;198331.523;-1.41234958092195
"Kinderspital Zürich";297214.135;309311.547;312242.74;0.947650686962542
"Spital Männedorf";123025.231;128179.155;139302.221;8.67774951395177
"Universitätsklinik Balgrist";169158.878;177994.781;185179.866;4.03668296319319
"Spital Affoltern";71010.787;72792.376;61739.1;-15.184661646434
"Paracelsus-Spital Richterswil";40966.06;35518.297;;
"Limmatklinik";20566.543;17683.168;17704.252;0.119232029011984
"Klinik Lengg";37052.895;37356.785;39750.51;6.4077382462115
"Uroviva Klinik für Urologie";14829.23;17188.47;17817.002;3.65670708329477
"Adus Medica";9121.974;7897.417;7687.863;-2.65344985581994
"Klinik Susenberg";10359.114;10186.223;10004.942;-1.77966847967103
"Sune-Egge";11476.747;11748.394;11847.031;0.83957858410264
"Spitäler mit Zürcher Leistungsauftrag";4801159.729;4896199.938;5009837.574;2.32093536699849
"Geburtshaus Zürcher Oberland";3673.254;3671.626;3349.539;-8.77232593951564
"Geburtshaus Delphys";2203.604;2343.507;2383.105;1.6896898537107
"Geburtshäuser mit Zürcher Leistungsauftrag";5876.858;6015.133;5732.644;-4.69630513573016
"Klinik Im Park";153541.293;147373.709;144564.593;-1.90611746088307
"Privatklinik Bethanien";63714.994;78281.241;76567.072;-2.18975705814372
"Klinik Lindberg";28927.964;31392.19;30261.502;-3.60181306242093
"Klinik Pyramide am See";17296.913;15695.295;15542.063;-0.976292576851856
"Klinik Tiefenbrunnen";1287.482;1372.278;1559.303;13.6287982464194
"Spitäler ohne Zürcher Leistungsauftrag";264768.646;274114.713;268494.533;-2.05030220322394
"Total Kanton Zürich";5071805.233;5176329.784;5284064.751;2.08130029375269
"Spitäler Schaffhausen";189892.644;199443.472;;5.02959345808045
