"Leistungsbereich";"SPLG";"Universitätsspital Zürich";"Kantonsspital Winterthur";"Stadtspital Triemli";"Klinik Hirslanden";"See-Spital Standort Horgen";"See-Spital Standort Kilchberg";"Spital Uster";"Spital Limmattal";"Spital Bülach";"Spital Zollikerberg";"GZO AG Spital Wetzikon";"Stadtspital Waid";"Schulthess Klinik";"Kinderspital Zürich";"Spital Männedorf";"Universitätsklinik Balgrist";"Spital Affoltern";"Paracelsus-Spital Richterswil";"Limmatklinik";"Klinik Lengg";"Uroviva Klinik für Urologie";"Adus Medica";"Klinik Susenberg";"Sune-Egge";"Spitäler mit Zürcher Leistungsauftrag";"Klinik Im Park";"Privatklinik Bethanien";"Klinik Lindberg";"Klinik Pyramide am See";"Klinik Tiefenbrunnen";"Spitäler ohne Zürcher Leistungsauftrag";"Spitäler Schaffhausen";"Ausserkantonale Nicht-Listenspitäler"
"Basispaket";"BP";1000;424;116;465;15;13;3949;27;97;842;556;193;54;544;114;95;5;11;32;0;5;0;21;10;8588;37;80;9;32;3;161;4;389
"Dermatologie";"DER1";28;1;0;1;0;0;7;0;0;3;1;0;0;4;3;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;
"";"DER1.1";36;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;
"";"DER1.2";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"DER2";7;0;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;
"Hals-Nasen-Ohren";"HNO1";91;9;0;5;0;1;61;1;3;1;15;1;0;33;7;0;0;0;10;0;0;4;0;0;242;1;0;0;3;0;4;0;9
"";"HNO1.1";69;4;1;2;0;0;3;0;1;0;0;3;0;11;2;0;0;0;7;0;0;0;0;0;103;1;3;1;1;0;6;0;8
"";"HNO1.1.1";3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;
"";"HNO1.2";45;3;0;25;5;1;87;1;2;2;16;2;0;1;5;0;0;0;29;0;0;8;0;0;232;3;0;1;7;1;12;0;19
"";"HNO1.2.1";0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
"";"HNO1.3";43;0;0;1;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;47;0;3;0;1;0;4;0;1
"";"HNO1.3.1";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"HNO1.3.2";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"HNO2";25;14;5;11;0;0;21;1;3;21;1;2;0;0;1;0;0;0;0;0;0;0;0;0;105;0;3;0;0;0;3;0;4
"";"KIE1";38;3;0;1;0;0;2;1;0;0;0;0;0;4;0;0;0;0;4;0;0;0;0;0;53;1;0;0;0;0;1;0;
"Neurochirurgie";"NCH1";69;2;0;31;0;0;0;0;0;0;0;0;0;11;0;0;0;0;1;0;0;0;0;0;114;2;1;0;1;0;4;0;3
"";"NCH1.1";6;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;1
"";"NCH1.1.1";22;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;
"";"NCH1.1.1.1";3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1
"";"NCH1.1.2";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"NCH1.1.3";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"NCH2";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
