"Spitalname";"ambulant in %";"stationär in %";"Langzeitpflege in %";"übrige Aufträge in %"
"Universitätsspital Zürich";28.6631909868233;56.0900811386447;0.00170896586226523;15.2450189086697
"Kantonsspital Winterthur";33.7347640267603;60.1378433159223;0.00418959944314643;6.12320305787425
"Stadtspital Triemli";27.40783513194;60.3952578988469;0.00286824989242921;12.1940387193207
"Klinik Hirslanden";11.0447473233357;83.1836338045557;0;5.77161887210859
"See-Spital";17.5371543698579;70.1511287014551;0;12.311716928687
"Spital Uster";28.7342536771192;63.8123196033433;0;7.45342671953749
"Spital Limmattal";32.3570724366312;57.8995600844284;0.0180268304647891;9.72534064847558
"Spital Bülach";27.3526148737574;63.4864082454321;0.00483571853668582;9.15614116227377
"Spital Zollikerberg";26.8760659750725;70.4245079514249;0.0080459764331501;2.69138009706938
"GZO AG Spital Wetzikon";30.3284343781496;64.6691416461829;0.00973948038034598;4.99268449528713
"Stadtspital Waid";29.3381998380579;60.9561824652222;0.00329366542563622;9.70232403129429
"Schulthess Klinik";28.5332430744318;56.9809374787603;0;14.4858194468079
"Kinderspital Zürich";25.9049848798266;54.9740582584327;0;19.1209568617407
"Spital Männedorf";30.4986727455554;61.0596428469257;0;8.44168440751891
"Universitätsklinik Balgrist";30.5904298212548;59.0236431714268;0;10.3859270073184
"Spital Affoltern";26.7799495331204;67.2081761858237;0;6.0118742810559
"Paracelsus-Spital Richterswil";;;;
"Limmatklinik";26.6397186868685;72.4528615930952;0;0.907419720036249
"Klinik Lengg";17.9957620596918;75.1327312099238;0;6.87150673038445
"Uroviva Klinik für Urologie";7.71078542546587;77.3861098069046;0;14.9031047676295
"Adus Medica";17.448534442164;82.2627598364558;0;0.288705721380164
"Klinik Susenberg";0.913267747694686;96.6775030216021;0;2.40922923070316
"Sune-Egge";12.9491652011881;48.0382466081237;0;39.0125881906881
"Spitäler mit Zürcher Leistungsauftrag";26.9952316796341;61.7599673234465;0.00266189142968577;11.2421391054897
"Geburtshaus Zürcher Oberland";16.566072690595;80.0349661385609;0;3.39896117084417
"Geburtshaus Delphys";16.2450625182694;79.2339774558522;0;4.52096002587834
"Geburtshäuser mit Zürcher Leistungsauftrag";16.4394235615502;79.718949613898;0;3.84162682455173
"Klinik Im Park";16.5813798336303;78.2601862877564;0;5.15843387861335
"Privatklinik Bethanien";6.01264603425769;89.7933507544812;0;4.19400321126109
"Klinik Lindberg";16.5059914071141;79.1274409648187;0;4.36656762806718
"Klinik Pyramide am See";0.959500344406838;98.5279770151767;0;0.512522640416433
"Klinik Tiefenbrunnen";80.0002391672197;19.9997608327803;0;0
"Spitäler ohne Zürcher Leistungsauftrag";13.2579791448602;82.1777929026525;0;4.56422795248727
"Total Kanton Zürich";26.2424278241821;62.8814004683285;0.00251533142212067;10.8736563760673
"Spitäler Schaffhausen";31.7072571123454;65.3879359260228;0;2.90480696163182
