"Spitalname";"2018";"2019";"2020";"% Änd. Vorjahr"
"Universitätsspital Zürich";941.309589041096;952.613698630137;965.688524590164;1.37252130415808
"Kantonsspital Winterthur";444.698630136986;442.698630136986;434.997267759563;-1.73963998376061
"Stadtspital Triemli";396.408219178082;396;377.734972677596;-4.6123806369708
"Klinik Hirslanden";335;328.035616438356;332.677595628415;1.41508389865082
"See-Spital";212.178082191781;207.216438356164;191.595628415301;-7.53840287227345
"Spital Uster";208;209;164.549180327869;-21.2683347713546
"Spital Limmattal";180.950684931507;177.024657534247;173.355191256831;-2.07285602385989
"Spital Bülach";162.013698630137;161;153.046448087432;-4.9400943556325
"Spital Zollikerberg";174;163;172.024590163934;5.53655838278184
"GZO AG Spital Wetzikon";156;149;148.592896174863;-0.273224043715836
"Stadtspital Waid";212.501369863014;192.980821917808;173.073770491803;-10.3155594572415
"Schulthess Klinik";136.558904109589;125.38904109589;108.890710382514;-13.1577134406505
"Kinderspital Zürich";170;159;152.117486338798;-4.32862494415232
"Spital Männedorf";129.306849315068;127;125.418032786885;-1.24564347489351
"Universitätsklinik Balgrist";84;85;85;0
"Spital Affoltern";73;72;57;-20.8333333333333
"Paracelsus-Spital Richterswil";31;21.6356164383562;17.9781420765027;-16.9048770682095
"Limmatklinik";9.60547945205479;9.47945205479452;9.01639344262295;-4.88486686250356
"Klinik Lengg";20;19;18;-5.26315789473685
"Uroviva Klinik für Urologie";13.0876712328767;13.0876712328767;13.051912568306;-0.273224043715836
"Adus Medica";14.7945205479452;8.71232876712329;8.19672131147541;-5.91813589029797
"Klinik Susenberg";13;13;13;0
"Sune-Egge";25;25;25;0
"Spitäler mit Zürcher Leistungsauftrag";4142.41369863014;4056.87397260274;3920.00546448087;-3.37374315904755
"Geburtshaus Zürcher Oberland";7.34246575342466;7.34246575342466;7.3224043715847;-0.273224043715847
"Geburtshaus Delphys";4;4;4;0
"Geburtshäuser mit Zürcher Leistungsauftrag";11.3424657534247;11.3424657534247;11.3224043715847;-0.176869670811231
"Klinik Im Park";133;117.756164383562;108.710382513661;-7.68179051793504
"Privatklinik Bethanien";96;96;96;0
"Klinik Lindberg";68;68;68;0
"Klinik Pyramide am See";20.4821917808219;20.4821917808219;20.3114754098361;-0.833486829987096
"Klinik Tiefenbrunnen";0.8;1.12876712328767;0.765027322404372;-32.2245211947583
"Spitäler ohne Zürcher Leistungsauftrag";318.282191780822;303.367123287671;293.786885245902;-3.15796845022162
"Total Kanton Zürich";4472.03835616438;4371.58356164384;4225.11475409836;-3.35047484464412
"Spitäler Schaffhausen";157.52602739726;161;;2.20533245212795
