"Leistungsbereich";"SPLG";"Universitätsspital Zürich";"Kantonsspital Winterthur";"Stadtspital Triemli";"Klinik Hirslanden";"See-Spital Standort Horgen";"See-Spital Standort Kilchberg";"Spital Uster";"Spital Limmattal";"Spital Bülach";"Spital Zollikerberg";"GZO AG Spital Wetzikon";"Stadtspital Waid";"Schulthess Klinik";"Kinderspital Zürich";"Spital Männedorf";"Universitätsklinik Balgrist";"Spital Affoltern";"Paracelsus-Spital Richterswil";"Limmatklinik";"Klinik Lengg";"Uroviva Klinik für Urologie";"Adus Medica";"Klinik Susenberg";"Sune-Egge";"Spitäler mit Zürcher Leistungsauftrag";"Klinik Im Park";"Privatklinik Bethanien";"Klinik Lindberg";"Klinik Pyramide am See";"Klinik Tiefenbrunnen";"Spitäler ohne Zürcher Leistungsauftrag";"Spitäler Schaffhausen";"Ausserkantonale Nicht-Listenspitäler"
"Basispaket";"BP";4437;139;6470;1405;725;182;62;238;80;1619;59;4482;119;1537;141;231;180;49;71;3;28;7;110;70;22444;503;254;6;134;8;905;24;1171
"Dermatologie";"DER1";93;2;8;3;2;0;0;0;0;5;0;5;0;13;0;0;0;0;1;0;0;0;0;2;134;3;2;0;0;0;5;0;3
"";"DER1.1";53;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;1;0;0;1;0;2;0;1
"";"DER1.2";3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;
"";"DER2";17;0;6;3;0;0;0;0;0;0;0;7;0;1;0;2;1;0;0;0;0;0;0;2;39;5;0;0;1;0;6;0;1
"Hals-Nasen-Ohren";"HNO1";299;1;18;19;5;35;5;15;0;1;1;37;0;101;6;0;1;0;97;0;0;15;0;0;656;4;15;0;11;0;30;0;25
"";"HNO1.1";207;4;7;15;3;0;1;4;0;0;0;21;0;25;0;0;0;0;24;0;0;0;0;0;311;5;13;0;3;0;21;0;13
"";"HNO1.1.1";15;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;
"";"HNO1.2";194;2;0;82;19;11;11;1;4;14;1;37;0;3;6;0;1;1;94;0;0;56;0;0;537;6;4;1;32;2;45;0;15
"";"HNO1.2.1";2;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;
"";"HNO1.3";113;0;0;1;0;0;0;3;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;119;0;7;0;0;0;7;0;6
"";"HNO1.3.1";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"HNO1.3.2";8;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;
"";"HNO2";59;1;64;53;0;7;0;1;5;22;0;6;0;0;4;0;0;0;0;0;0;0;0;0;222;0;12;0;4;0;16;0;7
"";"KIE1";118;4;1;1;0;0;0;0;0;0;0;2;0;11;0;0;0;0;8;0;0;0;2;0;147;0;0;0;2;0;2;0;5
"Neurochirurgie";"NCH1";171;1;0;68;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;261;1;2;0;2;0;5;0;8
"";"NCH1.1";21;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;4
"";"NCH1.1.1";42;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;0;0;0;0;0;0;0;1
"";"NCH1.1.1.1";7;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;
"";"NCH1.1.2";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;0;0;0;0;1;0;
"";"NCH1.1.3";4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;
"";"NCH2";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"NCH2.1";3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;
"";"NCH3";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;1;0;
"Neurologie";"NEU1";92;0;50;32;3;0;1;1;0;10;5;14;0;30;0;0;0;0;0;12;0;0;0;0;250;1;0;0;0;0;1;0;9
"";"NEU2";18;0;10;2;1;0;0;1;0;2;0;10;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;0;0;2
"";"NEU2.1";21;0;2;8;0;0;0;0;0;0;0;2;0;8;0;0;0;0;0;0;0;0;1;0;42;0;1;0;0;0;1;0;
"";"NEU3";270;2;248;156;16;0;4;7;3;25;0;114;0;1;2;0;5;0;0;0;0;0;1;1;855;10;2;0;0;0;12;0;29
"";"NEU3.1";28;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;1
"";"NEU4";7;0;0;14;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;62;0;0;0;0;91;0;0;0;0;0;0;0;
"";"NEU4.1";18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;28;0;0;0;0;0;0;0;
