"Leistungsbereich";"SPLG";"Universitätsspital Zürich";"Kantonsspital Winterthur";"Stadtspital Triemli";"Klinik Hirslanden";"See-Spital Standort Horgen";"See-Spital Standort Kilchberg";"Spital Uster";"Spital Limmattal";"Spital Bülach";"Spital Zollikerberg";"GZO AG Spital Wetzikon";"Stadtspital Waid";"Schulthess Klinik";"Kinderspital Zürich";"Spital Männedorf";"Universitätsklinik Balgrist";"Spital Affoltern";"Paracelsus-Spital Richterswil";"Limmatklinik";"Klinik Lengg";"Uroviva Klinik für Urologie";"Adus Medica";"Klinik Susenberg";"Sune-Egge";"Spitäler mit Zürcher Leistungsauftrag";"Klinik Im Park";"Privatklinik Bethanien";"Klinik Lindberg";"Klinik Pyramide am See";"Klinik Tiefenbrunnen";"Spitäler ohne Zürcher Leistungsauftrag";"Spitäler Schaffhausen";"Ausserkantonale Nicht-Listenspitäler"
"Basispaket";"BP";321;13;390;118;2695;66;6;18;4;17;8;24;22;189;24;25;18;217;3;0;0;0;7;1;4186;163;21;3;22;1;210;4;360
"Dermatologie";"DER1";17;0;3;1;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;26;0;1;0;0;0;1;0;2
"";"DER1.1";13;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;
"";"DER1.2";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"DER2";4;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;0;
"Hals-Nasen-Ohren";"HNO1";36;0;1;3;44;15;0;0;0;0;0;0;0;11;2;0;0;0;1;0;0;0;0;0;113;2;2;0;4;0;8;0;6
"";"HNO1.1";21;0;1;4;11;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;44;3;5;0;2;0;10;0;3
"";"HNO1.1.1";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"HNO1.2";21;0;0;8;88;5;0;0;0;0;0;0;0;0;2;0;0;0;3;0;0;1;0;0;128;0;0;0;4;0;4;0;3
"";"HNO1.2.1";1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"";"HNO1.3";22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;1
"";"HNO1.3.1";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"HNO1.3.2";4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;2
"";"HNO2";1;0;10;14;1;6;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;1;1;0;1;0;3;0;3
"";"KIE1";10;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;14;0;1;0;0;0;1;0;3
"Neurochirurgie";"NCH1";33;0;0;16;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;51;0;0;0;0;0;0;0;
"";"NCH1.1";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"NCH1.1.1";8;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;
"";"NCH1.1.1.1";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"NCH1.1.2";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"NCH1.1.3";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"NCH2";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"NCH2.1";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"NCH3";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"Neurologie";"NEU1";14;0;4;2;16;0;0;0;1;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;42;0;0;0;0;0;0;0;9
"";"NEU2";4;0;1;2;7;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;16;1;0;0;0;0;1;0;1
"";"NEU2.1";3;0;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;11;0;0;0;0;0;0;0;
"";"NEU3";38;0;21;13;47;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;120;3;0;0;0;0;3;0;4
"";"NEU3.1";3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;
"";"NEU4";1;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;5;0;0;0;0;11;0;0;0;0;0;0;0;
"";"NEU4.1";4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0;
"";"NEU4.2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;8;0;0;0;0;0;0;0;
"Ophthalmologie";"AUG1";7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;0;0;0;0;2;0;
"";"AUG1.1";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"AUG1.2";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;1;0;2;0;
"";"AUG1.3";3;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;16;5;0;0;0;0;5;0;6
"";"AUG1.4";5;0;12;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;6;0;0;2;0;8;0;
"";"AUG1.5";54;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;70;2;0;0;0;0;2;0;4
"Endokrinologie";"END1";8;1;5;1;42;0;0;0;0;0;0;1;0;2;0;1;0;0;0;0;0;0;0;0;61;0;0;0;0;0;0;0;2
"Gastroenterologie";"GAE1";20;1;39;12;162;0;0;0;1;1;0;1;0;6;1;0;1;24;0;0;0;0;0;0;269;20;1;0;0;0;21;0;9
"";"GAE1.1";10;0;11;8;13;0;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;47;8;1;0;0;0;9;0;
"Viszeralchirugie";"VIS1";22;0;21;31;51;1;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;130;18;1;0;0;0;19;0;11
"";"VIS1.1";1;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;1
"";"VIS1.2";2;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;
"";"VIS1.3";2;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;
"";"VIS1.4";6;0;2;3;0;0;0;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;4
"";"VIS1.4.1";1;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1
"";"VIS1.5";0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"Hämatologie";"HAE1";9;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;14;0;0;0;0;0;0;0;
"";"HAE1.1";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"HAE2";28;0;10;5;9;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;57;8;0;0;0;0;8;0;9
"";"HAE3";3;0;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1
"";"HAE4";1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"";"HAE5";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"Gefässe";"GEF1";3;0;2;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;2;0;0;0;0;2;0;
"";"ANG1";11;0;5;7;11;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;35;20;1;0;0;0;21;0;8
"";"GEFA";15;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;6;2;0;0;0;8;0;1
"";"GEF3";6;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1;0;0;0;0;1;0;1
"";"ANG3";9;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;
"";"RAD1";4;0;1;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;3;0;0;0;0;3;0;1
"Herz";"HER1";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"HER1.1";1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1
"";"HER1.1.1";7;0;11;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;3;0;0;0;0;3;0;
"";"HER1.1.2";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"HER1.1.3";2;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;1;0;
"";"HER1.1.4";4;0;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;5;0;0;0;0;5;0;1
"";"HER1.1.5";1;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;0;0;0;0;3;0;
"";"KAR1";11;0;17;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;12;0;0;0;0;12;0;
"";"KAR1.1";34;1;149;19;3;0;0;0;0;0;0;1;0;2;0;0;0;2;0;0;0;0;0;0;211;82;1;0;0;0;83;0;6
"";"KAR1.1.1";7;0;12;6;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;29;19;0;0;0;0;19;0;2
"";"KAR1.2";6;0;10;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;31;0;0;0;0;31;0;3
"";"KAR1.3";7;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;3;0;0;0;0;3;0;
"Nephrologie";"NEP1";8;0;2;1;22;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;34;8;0;0;0;0;8;0;6
"Urologie";"URO1";62;2;59;32;126;107;2;2;0;0;0;1;0;6;12;3;1;79;0;0;8;0;0;0;502;43;18;0;1;0;62;1;26
"";"URO1.1";5;0;5;5;9;5;0;1;0;2;0;0;0;2;1;0;0;4;0;0;3;0;0;0;42;2;1;0;1;0;4;0;4
"";"URO1.1.1";4;0;13;5;0;2;0;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;30;1;0;0;0;0;1;0;
"";"URO1.1.2";1;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;1;0;
"";"URO1.1.3";3;0;3;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;0;0;0;0;1;0;1
"";"URO1.1.4";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;
"";"URO1.1.7";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"URO1.1.8";1;0;1;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;
"Pneumologie";"PNE1";25;0;19;4;111;0;0;0;1;2;1;1;0;4;3;0;1;5;0;0;0;0;0;0;177;11;1;0;0;0;12;0;5
"";"PNE1.1";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"";"PNE1.2";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"PNE1.3";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"PNE2";3;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;2
"Thoraxchirurgie";"THO1";6;0;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;13;0;1;0;0;0;1;0;
"";"THO1.1";8;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;
"";"THO1.2";4;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;0;0;0;1;0;
"Transplantationen";"TPL1";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"TPL2";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
