"Leistungsbereich";"SPLG";"Universitätsspital Zürich";"Kantonsspital Winterthur";"Stadtspital Triemli";"Klinik Hirslanden";"See-Spital Standort Horgen";"See-Spital Standort Kilchberg";"Spital Uster";"Spital Limmattal";"Spital Bülach";"Spital Zollikerberg";"GZO AG Spital Wetzikon";"Stadtspital Waid";"Schulthess Klinik";"Kinderspital Zürich";"Spital Männedorf";"Universitätsklinik Balgrist";"Spital Affoltern";"Paracelsus-Spital Richterswil";"Limmatklinik";"Klinik Lengg";"Uroviva Klinik für Urologie";"Adus Medica";"Klinik Susenberg";"Sune-Egge";"Spitäler mit Zürcher Leistungsauftrag";"Klinik Im Park";"Privatklinik Bethanien";"Klinik Lindberg";"Klinik Pyramide am See";"Klinik Tiefenbrunnen";"Spitäler ohne Zürcher Leistungsauftrag";"Spitäler Schaffhausen";"Ausserkantonale Nicht-Listenspitäler"
"Basispaket";"BP";345;8259;60;97;10;6;192;15;90;41;110;34;23;135;14;27;1;8;8;0;3;0;3;6;9487;12;13;322;24;6;377;346;742
"Dermatologie";"DER1";18;38;0;0;0;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;1;1
"";"DER1.1";28;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;
"";"DER1.2";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"DER2";1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;1
"Hals-Nasen-Ohren";"HNO1";43;117;0;0;0;0;7;1;27;0;2;1;0;11;0;0;0;0;42;0;0;22;0;0;273;0;2;2;1;0;5;13;131
"";"HNO1.1";45;47;1;0;0;0;1;3;6;0;0;0;0;16;0;0;0;0;9;0;0;1;0;0;129;0;2;2;0;0;4;1;8
"";"HNO1.1.1";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1
"";"HNO1.2";24;85;0;4;4;0;4;0;22;0;1;1;0;4;2;0;0;0;106;0;0;8;0;0;265;0;1;29;1;1;32;2;89
"";"HNO1.2.1";0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
