"Spitalname";"2020";"2021";"2022";"% Änd. Vorjahr"
"Universitätsspital Zürich";965.688524590164;929.128767123288;892.498630136986;-3.94241770166188
"Kantonsspital Winterthur";434.997267759563;357.849315068493;357.849315068493;0
"Stadtspital Triemli";377.734972677596;392.019178082192;392.813698630137;0.202673897698591
"Klinik Hirslanden";332.677595628415;323.712328767123;328.613698630137;1.51411281790867
"See-Spital";191.595628415301;197.186301369863;176.884931506849;-10.2955274894752
"Spital Uster";164.549180327869;159;161;1.25786163522013
"Spital Limmattal";173.355191256831;179.802739726027;180.238356164384;0.242274638873652
"Spital Bülach";153.046448087432;142;142;0
"Spital Zollikerberg";172.024590163934;171.964383561644;164.504109589041;-4.33826692370195
"GZO AG Spital Wetzikon";148.592896174863;135;129;-4.44444444444444
"Stadtspital Waid";173.073770491803;181.821917808219;184.586301369863;1.52037971822496
"Schulthess Klinik";108.890710382514;97.7890410958904;98.0876712328767;0.30538200767658
"Kinderspital Zürich";152.117486338798;151.147945205479;144.246575342466;-4.56597001939496
"Spital Männedorf";125.418032786885;125.761643835616;137.095890410959;9.01248284425855
"Universitätsklinik Balgrist";85;97.0082191780822;101;4.11488929055581
"Spital Affoltern";57;58;56;-3.44827586206896
"Paracelsus-Spital Richterswil";17.9781420765027;;;
"Limmatklinik";9.01639344262295;10.7397260273973;11.5890410958904;7.90816326530612
"Klinik Lengg";18;19;19;0
"Uroviva Klinik für Urologie";13.051912568306;13.0876712328767;13.0876712328767;0
"Adus Medica";8.19672131147541;8.94246575342466;8.71232876712329;-2.57352941176472
"Klinik Susenberg";13;13;13;0
"Sune-Egge";25;25;25;0
"Spitäler mit Zürcher Leistungsauftrag";3920.00546448087;3788.96164383562;3736.80821917808;-1.37645691775171
"Geburtshaus Zürcher Oberland";7.3224043715847;8.26027397260274;8.26027397260274;0
"Geburtshaus Delphys";4;4;4;0
"Geburtshäuser mit Zürcher Leistungsauftrag";11.3224043715847;12.2602739726027;12.2602739726027;0
"Klinik Im Park";108.710382513661;111.67397260274;111.742465753425;0.0613331370672876
"Privatklinik Bethanien";96;90;90;0
"Klinik Lindberg";68;52;52;0
"Klinik Pyramide am See";20.3114754098361;20.4246575342466;20.4246575342466;0
"Klinik Tiefenbrunnen";0.765027322404372;1.05205479452055;0.898630136986301;-14.5833333333333
"Spitäler ohne Zürcher Leistungsauftrag";293.786885245902;275.150684931507;275.065753424658;-0.0308672707358459
"Total Kanton Zürich";4225.11475409836;4076.37260273973;4024.13424657534;-1.28149119953544
"Spitäler Schaffhausen";188.483606557377;189;;0.273972602739736
