"Tabelle A2.1 Personalbestand in VZÄ 2020 -- 2022";"Krankenhausstatistik KS Daten 2020-2022, Spitäler Schaffhausen: Krankenhausstatistik BFS Daten 2020-2021"
"Tabelle A2.2 Personalbestand in VZÄ nach Berufsgruppen 2022";"Krankenhausstatistik KS Daten 2022, Spitäler Schaffhausen: Krankenhausstatistik BFS Daten 2021"
"Tabelle A2.3 Beschäftigte am 31. Dezember 2022 nach Geschlecht, Diplomherkunft und Ausbildungsstatus";"Krankenhausstatistik KS Daten 2022, Spitäler Schaffhausen: Krankenhausstatistik BFS Daten 2021"
"Tabelle A3.1 Betriebsaufwand in 1000 Fr. 2020 -- 2022";"Krankenhausstatistik KS / SDEP Daten 2020-2022, Spitäler Schaffhausen: Krankenhausstatistik BFS Daten 2020-2021"
"Tabelle A3.2 Betriebsertrag in 1000 Fr. 2020 -- 2022";"Krankenhausstatistik KS / SDEP Daten 2020-2022, Spitäler Schaffhausen: Krankenhausstatistik BFS Daten 2020-2021"
"Tabelle A3.3 Betriebskosten nach Behandlungsart in 1000 Fr. 2022";"Krankenhausstatistik KS / SDEP Daten 2022, ausserkantonale Kliniken: Krankenhausstatistik BFS Daten 2021"
"Tabelle A3.4 Betriebserlös nach Behandlungsart in 1000 Fr. 2022";"Krankenhausstatistik KS / SDEP Daten 2022, ausserkantonale Kliniken: Krankenhausstatistik BFS Daten 2021"
"Tabelle A3.5 Kostenverteilung nach Leistungsart 2022";"Krankenhausstatistik KS / SDEP Daten 2022, Spitäler Schaffhausen: Krankenhausstatistik BFS Daten 2021"
"Tabelle A3.6 Anzahl fakturierte Taxpunkte pro ausgewählten ambulanten Tarif 2022";"SDEP Daten 2022, nur Spitäler mit Zürcher Leistungsauftrag"
"Tabelle A4.1 Austritte Gesamtbetrieb 2020 -- 2022";"Medizinische Statistik MS / SDEP Daten 2020-2022, Spitäler Schaffhausen: Medizinische Statistik BFS Daten 2020-2021"
"Tabelle A4.2 Austritte nach Leistungsart 2022 (ohne Fälle mit Pflegetaxe)";"Medizinische Statistik MS / SDEP Daten 2022, Spitäler Schaffhausen: Medizinische Statistik BFS Daten 2021"
"Tabelle A4.3 Austritte Akutsomatik 2020 -- 2022";"Medizinische Statistik MS / SDEP Daten 2022, Spitäler Schaffhausen: Medizinische Statistik BFS Daten 2021"
