"Spitalname";"2020";"2021";"2022";"% Änd. Vorjahr"
"Universitätsspital Zürich";1449165.061;1489230.102;1516282.15;1.81651230146838
"Kantonsspital Winterthur";527509.157;562439.703;563678.141;0.220190358787686
"Stadtspital Triemli";459096.465;496254.24;504120.459;1.58511874880907
"Klinik Hirslanden";409752.21;433079.546;442257.142;2.11914787589622
"See-Spital";134964.537;147699.041;146011.577;-1.14250166323017
"Spital Uster";154664.879;171905.378;185188.055;7.72673732173754
"Spital Limmattal";193543.748;202343.887;213815.056;5.66914531991769
"Spital Bülach";144567.194;156020.124;154724.879;-0.830178163427175
"Spital Zollikerberg";162681.794;175457.724;187231.358;6.71023978402914
"GZO AG Spital Wetzikon";150163.506;153308.815;156432.786;2.0376982236801
"Stadtspital Waid";146350.374;147770.718;156137.235;5.66182333904612
"Schulthess Klinik";191878.058;202180.216;205988.211;1.88346568983782
"Kinderspital Zürich";297362.049;321897.406;337427.617;4.8245840788167
"Spital Männedorf";135861.185;145204.815;148680.654;2.3937491329058
"Universitätsklinik Balgrist";183762.063;212767.924;217452.457;2.20171016003332
"Spital Affoltern";60550.407;63625.512;60939.926;-4.220926347909
"Paracelsus-Spital Richterswil";;;;
"Limmatklinik";18328.618;20223.096;21457.229;6.10259180889019
"Klinik Lengg";39541.377;43015.644;46238.325;7.49188132577998
"Uroviva Klinik für Urologie";19343.197;18975.137;17467.93;-7.94306254547726
"Adus Medica";8826.561;9425.736;9843.234;4.42934111458246
"Klinik Susenberg";9901.004;9772.982;10069.776;3.03688270376432
"Sune-Egge";9504.071;10009.479;11384.97;13.7418840680918
"Spitäler mit Zürcher Leistungsauftrag";4907317.515;5192607.225;5312829.167;2.31525198788747
"Geburtshaus Zürcher Oberland";3300.442;4008.171;3348.498;-16.4582050017327
"Geburtshaus Delphys";2338.228;2636.006;2448.648;-7.10764694769282
"Geburtshäuser mit Zürcher Leistungsauftrag";5638.67;6644.177;5797.146;-12.7484713306102
"Klinik Im Park";138992.172;140070.72;140086.091;0.0109737424067058
"Privatklinik Bethanien";74382.243;71555.474;70984.281;-0.798251996765476
"Klinik Lindberg";22257.235;25305.257;31100.407;22.9009727109272
"Klinik Pyramide am See";17126.094;17776.796;17638.746;-0.776574136306696
"Klinik Tiefenbrunnen";1634.292;1491.391;1472.473;-1.26848023087173
"Spitäler ohne Zürcher Leistungsauftrag";254392.036;256199.638;261281.998;1.98374987555603
"Total Kanton Zürich";5167348.221;5455451.04;5579908.311;2.28133787816012
"Spitäler Schaffhausen";214613.549;216941.387;;1.08466497611481
