"Leistungsbereich";"SPLG";"Universitätsspital Zürich";"Kantonsspital Winterthur";"Stadtspital Triemli";"Klinik Hirslanden";"See-Spital Standort Horgen";"See-Spital Standort Kilchberg";"Spital Uster";"Spital Limmattal";"Spital Bülach";"Spital Zollikerberg";"GZO AG Spital Wetzikon";"Stadtspital Waid";"Schulthess Klinik";"Kinderspital Zürich";"Spital Männedorf";"Universitätsklinik Balgrist";"Spital Affoltern";"Paracelsus-Spital Richterswil";"Limmatklinik";"Klinik Lengg";"Uroviva Klinik für Urologie";"Adus Medica";"Klinik Susenberg";"Sune-Egge";"Spitäler mit Zürcher Leistungsauftrag";"Klinik Im Park";"Privatklinik Bethanien";"Klinik Lindberg";"Klinik Pyramide am See";"Klinik Tiefenbrunnen";"Spitäler ohne Zürcher Leistungsauftrag";"Spitäler Schaffhausen";"Ausserkantonale Nicht-Listenspitäler"
"Basispaket";"BP";257;305;39;105;10;4;418;6;6;66;3806;18;21;226;255;28;6;14;15;0;1;1;5;3;5615;15;11;5;21;3;55;4;340
"Dermatologie";"DER1";10;1;2;0;0;0;2;3;0;0;11;0;0;4;5;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;2
"";"DER1.1";16;2;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;21;0;1;0;0;0;1;0;1
"";"DER1.2";1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"";"DER2";2;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;
"Hals-Nasen-Ohren";"HNO1";28;6;0;2;1;0;11;0;0;1;73;0;0;10;6;0;0;0;0;0;0;5;0;0;143;0;1;0;4;0;5;0;16
"";"HNO1.1";30;1;0;1;0;0;0;1;0;0;17;0;0;6;0;0;0;0;10;0;0;0;0;0;66;0;2;0;0;0;2;0;1
"";"HNO1.1.1";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"HNO1.2";18;1;0;18;2;0;8;1;0;1;113;1;0;0;7;0;0;0;8;0;0;2;0;0;180;0;0;0;4;0;4;0;18
"";"HNO1.2.1";0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;
"";"HNO1.3";18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;2
"";"HNO1.3.1";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"HNO1.3.2";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"HNO2";7;3;0;4;0;2;8;0;0;4;13;0;0;0;3;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;0;0;3
"";"KIE1";8;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;5;0;0;0;0;0;17;0;0;0;3;0;3;0;1
"Neurochirurgie";"NCH1";31;4;0;6;0;0;1;0;0;0;3;0;0;6;0;0;0;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;2
"";"NCH1.1";2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"";"NCH1.1.1";7;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;
"";"NCH1.1.1.1";1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"NCH1.1.2";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"NCH1.1.3";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
