"Spitalname";"2016";"2017";"2018";"% Änd. Vorjahr"
"Universitätsspital Zürich";941;953.884931506849;941.309589041096;-1.31832908251188
"Kantonsspital Winterthur";438;444.698630136986;444.698630136986;0
"Stadtspital Triemli";400;390;396.408219178082;1.64313312258519
"Klinik Hirslanden";330;331.249315068493;335;1.1322845847187
"See-Spital";213.25956284153;213.090410958904;212.178082191781;-0.428141633881041
"Spital Uster";209.426229508197;208;208;0
"Spital Limmattal";184.112021857924;188.586301369863;180.950684931507;-4.04887119737338
"Spital Bülach";163.068306010929;162.013698630137;162.013698630137;0
"Spital Zollikerberg";173;174;174;0
"GZO AG Spital Wetzikon";160.560109289617;160;156;-2.5
"Stadtspital Waid";261;255;212.501369863014;-16.6661294654848
"Schulthess Klinik";166;166.479452054795;136.558904109589;-17.9725170739735
"Kinderspital Zürich";156.530054644809;167.128767123288;170;1.7179764597882
"Spital Männedorf";129.325136612022;125.419178082192;129.306849315068;3.09974223426099
"Universitätsklinik Balgrist";92;84;84;0
"Spital Affoltern";69;80;73;-8.75
"Paracelsus-Spital Richterswil";30.4918032786885;30.241095890411;31;2.50951259286103
"Limmatklinik";8.56010928961749;8.59178082191781;9.60547945205479;11.7984693877551
"Klinik Lengg";22;20;20;0
"Uroviva Klinik für Urologie";9.98360655737705;14.7671232876712;13.0876712328767;-11.3729128014842
"Adus Medica";12.9508196721311;12.986301369863;14.7945205479452;13.9240506329114
"Klinik Susenberg";14;14;13;-7.14285714285714
"Sune-Egge";24.931693989071;25;25;0
"Spitäler mit Zürcher Leistungsauftrag";4209.19945355191;4229.13698630137;4142.41369863014;-2.05061429677351
"Geburtshaus Zürcher Oberland";7.34426229508197;7.34246575342466;7.34246575342466;0
"Geburtshaus Delphys";3.98907103825137;4;4;0
"Geburtshäuser mit Zürcher Leistungsauftrag";11.3333333333333;11.3424657534247;11.3424657534247;0
"Klinik Im Park";126;128;133;3.90625
"Privatklinik Bethanien";95.7377049180328;96;96;0
"Klinik Lindberg";36.8989071038251;68;68;0
"Klinik Pyramide am See";20.4262295081967;20.4821917808219;20.4821917808219;0
"Klinik Tiefenbrunnen";1.15846994535519;0.884931506849315;0.8;-9.59752321981424
"Eulachklinik";1.97540983606557;1.98082191780822;;
"Spitäler ohne Zürcher Leistungsauftrag";282.196721311475;315.347945205479;318.282191780822;0.930479053361366
"Total Kanton Zürich";4502.72950819672;4555.82739726027;4472.03835616438;-1.83916188629705
"Spitäler Schaffhausen";166;158.106849315069;;-4.75491005116355
